i,split,status,source,aligned,alignment,cost,gt,aligned_gt,dataset_time,align_time,automata_learning_time,use_cache,determinism,model,dataset,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mutation_params,generation_strategy,timestamp,all_changes,any_changes,jaccards
11,"(None, 1, 0)",bad,"1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,980,318,39,17,1769,898","1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,980,318,39,17,1769,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1272,sync_33,sync_65,sync_793,sync_42,sync_727,sync_400,sync_1349,sync_2042,sync_1463,sync_199,sync_1390,sync_1624,sync_1962,sync_375,sync_1235,sync_1248,sync_1398,sync_696,sync_1043,sync_2102,sync_1547,sync_257,sync_373,sync_980,sync_318,sync_39,sync_17,sync_1769,add_57,del_898",1,"(7,)","(3, 7)",102.97,14.852,3.663,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
11,"(None, 10, 0)",bad,"1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,980,318,39,17,1769,898","1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,980,318,39,17,1769,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1272,sync_33,sync_65,sync_793,sync_42,sync_727,sync_400,sync_1349,sync_2042,sync_1463,sync_199,sync_1390,sync_1624,sync_1962,sync_375,sync_1235,sync_1248,sync_1398,sync_696,sync_1043,sync_2102,sync_1547,sync_257,sync_373,sync_980,sync_318,sync_39,sync_17,sync_1769,add_57,del_898",1,"(7,)","(3, 7)",102.97,80.759,3.47,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
11,"(None, 1, 5)",good,"1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,980,318,39,17,1769,898","1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,991,318,39,17,1769,898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1272,sync_33,sync_65,sync_793,sync_42,sync_727,sync_400,sync_1349,sync_2042,sync_1463,sync_199,sync_1390,sync_1624,sync_1962,sync_375,sync_1235,sync_1248,sync_1398,sync_696,sync_1043,sync_2102,sync_1547,sync_257,sync_373,add_991,del_980,sync_318,sync_39,sync_17,sync_1769,sync_898",1,"(7,)","(10, 13)",102.97,14.098,3.164,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
11,"(None, 5, 5)",good,"1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,980,318,39,17,1769,898","1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,991,318,39,17,1769,898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1272,sync_33,sync_65,sync_793,sync_42,sync_727,sync_400,sync_1349,sync_2042,sync_1463,sync_199,sync_1390,sync_1624,sync_1962,sync_375,sync_1235,sync_1248,sync_1398,sync_696,sync_1043,sync_2102,sync_1547,sync_257,sync_373,add_991,del_980,sync_318,sync_39,sync_17,sync_1769,sync_898",1,"(7,)","(10, 13)",102.97,40.661,3.229,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
11,"(None, 10, 5)",good,"1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,980,318,39,17,1769,898","1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,991,318,39,17,1769,898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1272,sync_33,sync_65,sync_793,sync_42,sync_727,sync_400,sync_1349,sync_2042,sync_1463,sync_199,sync_1390,sync_1624,sync_1962,sync_375,sync_1235,sync_1248,sync_1398,sync_696,sync_1043,sync_2102,sync_1547,sync_257,sync_373,add_991,del_980,sync_318,sync_39,sync_17,sync_1769,sync_898",1,"(7,)","(10, 13)",102.97,78.361,3.266,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
12,"(None, 1, 0)",good,"45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,1019,196,118","45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,1019,196,17,-1,-1,-1,-1","sync_45,sync_189,sync_2439,sync_2192,sync_65,sync_66,sync_110,sync_2786,sync_426,sync_1073,sync_435,sync_670,sync_1666,sync_147,sync_1193,sync_2551,sync_679,sync_7,sync_214,sync_1844,sync_137,sync_140,sync_729,sync_210,sync_1110,sync_44,sync_474,sync_431,sync_301,sync_133,sync_715,sync_1155,sync_218,sync_187,sync_211,sync_256,sync_588,sync_123,sync_387,sync_433,sync_63,sync_79,sync_278,sync_1019,sync_196,add_17,del_118",1,"(0, 15)","(0, 1, 14)",103.477,0.913,1.555,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
12,"(None, 10, 0)",good,"45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,1019,196,118","45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,785,196,118,-1,-1,-1,-1","sync_45,sync_189,sync_2439,sync_2192,sync_65,sync_66,sync_110,sync_2786,sync_426,sync_1073,sync_435,sync_670,sync_1666,sync_147,sync_1193,sync_2551,sync_679,sync_7,sync_214,sync_1844,sync_137,sync_140,sync_729,sync_210,sync_1110,sync_44,sync_474,sync_431,sync_301,sync_133,sync_715,sync_1155,sync_218,sync_187,sync_211,sync_256,sync_588,sync_123,sync_387,sync_433,sync_63,sync_79,sync_278,add_785,del_1019,sync_196,sync_118",1,"(0, 15)","(1, 3)",103.477,58.812,1.368,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
12,"(None, 1, 5)",NoTargetStatesError,"45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,1019,196,118","45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,785,196,118,-1,-1,-1,-1","sync_45,sync_189,sync_2439,sync_2192,sync_65,sync_66,sync_110,sync_2786,sync_426,sync_1073,sync_435,sync_670,sync_1666,sync_147,sync_1193,sync_2551,sync_679,sync_7,sync_214,sync_1844,sync_137,sync_140,sync_729,sync_210,sync_1110,sync_44,sync_474,sync_431,sync_301,sync_133,sync_715,sync_1155,sync_218,sync_187,sync_211,sync_256,sync_588,sync_123,sync_387,sync_433,sync_63,sync_79,sync_278,add_785,del_1019,sync_196,sync_118",1,"(0, 15)","(1, 3)",103.477,58.812,1.368,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
12,"(None, 5, 5)",NoTargetStatesError,"45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,1019,196,118","45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,785,196,118,-1,-1,-1,-1","sync_45,sync_189,sync_2439,sync_2192,sync_65,sync_66,sync_110,sync_2786,sync_426,sync_1073,sync_435,sync_670,sync_1666,sync_147,sync_1193,sync_2551,sync_679,sync_7,sync_214,sync_1844,sync_137,sync_140,sync_729,sync_210,sync_1110,sync_44,sync_474,sync_431,sync_301,sync_133,sync_715,sync_1155,sync_218,sync_187,sync_211,sync_256,sync_588,sync_123,sync_387,sync_433,sync_63,sync_79,sync_278,add_785,del_1019,sync_196,sync_118",1,"(0, 15)","(1, 3)",103.477,58.812,1.368,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
12,"(None, 10, 5)",NoTargetStatesError,"45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,1019,196,118","45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,785,196,118,-1,-1,-1,-1","sync_45,sync_189,sync_2439,sync_2192,sync_65,sync_66,sync_110,sync_2786,sync_426,sync_1073,sync_435,sync_670,sync_1666,sync_147,sync_1193,sync_2551,sync_679,sync_7,sync_214,sync_1844,sync_137,sync_140,sync_729,sync_210,sync_1110,sync_44,sync_474,sync_431,sync_301,sync_133,sync_715,sync_1155,sync_218,sync_187,sync_211,sync_256,sync_588,sync_123,sync_387,sync_433,sync_63,sync_79,sync_278,add_785,del_1019,sync_196,sync_118",1,"(0, 15)","(1, 3)",103.477,58.812,1.368,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
13,"(None, 1, 0)",good,"63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,55,719,547","63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,55,719,801","sync_63,sync_61,sync_114,sync_644,sync_1475,sync_27,sync_1005,sync_1004,sync_190,sync_1019,sync_323,sync_1006,sync_1018,sync_620,sync_604,sync_677,sync_768,sync_161,sync_513,sync_985,sync_1588,sync_725,sync_559,sync_865,sync_1711,sync_809,sync_2557,sync_1120,sync_645,sync_755,sync_87,sync_1249,sync_2556,sync_1076,sync_1210,sync_134,sync_1727,sync_168,sync_260,sync_435,sync_129,sync_796,sync_128,sync_277,sync_662,sync_106,sync_163,sync_55,sync_719,add_801,del_547",1,"(16, 7)","(9, 14)",111.165,1.36,1.403,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
13,"(None, 10, 0)",good,"63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,55,719,547","63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,47,719,547","sync_63,sync_61,sync_114,sync_644,sync_1475,sync_27,sync_1005,sync_1004,sync_190,sync_1019,sync_323,sync_1006,sync_1018,sync_620,sync_604,sync_677,sync_768,sync_161,sync_513,sync_985,sync_1588,sync_725,sync_559,sync_865,sync_1711,sync_809,sync_2557,sync_1120,sync_645,sync_755,sync_87,sync_1249,sync_2556,sync_1076,sync_1210,sync_134,sync_1727,sync_168,sync_260,sync_435,sync_129,sync_796,sync_128,sync_277,sync_662,sync_106,sync_163,add_47,del_55,sync_719,sync_547",1,"(16, 7)","(11, 1, 3, 7)",111.165,42.213,1.308,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",3.9766666666666657,45.82377777777778,61.78944444444445
13,"(None, 1, 5)",NoTargetStatesError,"63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,55,719,547","63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,47,719,547","sync_63,sync_61,sync_114,sync_644,sync_1475,sync_27,sync_1005,sync_1004,sync_190,sync_1019,sync_323,sync_1006,sync_1018,sync_620,sync_604,sync_677,sync_768,sync_161,sync_513,sync_985,sync_1588,sync_725,sync_559,sync_865,sync_1711,sync_809,sync_2557,sync_1120,sync_645,sync_755,sync_87,sync_1249,sync_2556,sync_1076,sync_1210,sync_134,sync_1727,sync_168,sync_260,sync_435,sync_129,sync_796,sync_128,sync_277,sync_662,sync_106,sync_163,add_47,del_55,sync_719,sync_547",1,"(16, 7)","(11, 1, 3, 7)",111.165,42.213,1.308,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",1.7,13.765,74.082
13,"(None, 5, 5)",NoTargetStatesError,"63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,55,719,547","63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,47,719,547","sync_63,sync_61,sync_114,sync_644,sync_1475,sync_27,sync_1005,sync_1004,sync_190,sync_1019,sync_323,sync_1006,sync_1018,sync_620,sync_604,sync_677,sync_768,sync_161,sync_513,sync_985,sync_1588,sync_725,sync_559,sync_865,sync_1711,sync_809,sync_2557,sync_1120,sync_645,sync_755,sync_87,sync_1249,sync_2556,sync_1076,sync_1210,sync_134,sync_1727,sync_168,sync_260,sync_435,sync_129,sync_796,sync_128,sync_277,sync_662,sync_106,sync_163,add_47,del_55,sync_719,sync_547",1,"(16, 7)","(11, 1, 3, 7)",111.165,42.213,1.308,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",0.4588,38.4128,67.93780000000001
13,"(None, 10, 5)",NoTargetStatesError,"63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,55,719,547","63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,47,719,547","sync_63,sync_61,sync_114,sync_644,sync_1475,sync_27,sync_1005,sync_1004,sync_190,sync_1019,sync_323,sync_1006,sync_1018,sync_620,sync_604,sync_677,sync_768,sync_161,sync_513,sync_985,sync_1588,sync_725,sync_559,sync_865,sync_1711,sync_809,sync_2557,sync_1120,sync_645,sync_755,sync_87,sync_1249,sync_2556,sync_1076,sync_1210,sync_134,sync_1727,sync_168,sync_260,sync_435,sync_129,sync_796,sync_128,sync_277,sync_662,sync_106,sync_163,add_47,del_55,sync_719,sync_547",1,"(16, 7)","(11, 1, 3, 7)",111.165,42.213,1.308,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",0.2294,33.39,76.5532
14,"(None, 1, 0)",good,"578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,89,336","578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,89,520,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_578,sync_65,sync_28,sync_1432,sync_2079,sync_199,sync_1043,sync_1713,sync_80,sync_63,sync_265,sync_44,sync_152,sync_157,sync_1059,sync_133,sync_93,sync_49,sync_631,sync_433,sync_190,sync_134,sync_844,sync_79,sync_118,sync_105,sync_639,sync_1396,sync_51,sync_117,sync_90,sync_21,sync_402,sync_89,add_520,del_336",1,"(16, 3, 13)","(3, 7)",102.508,2.591,2.212,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
14,"(None, 10, 0)",good,"578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,89,336","578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,1118,964,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_578,sync_65,sync_28,sync_1432,sync_2079,sync_199,sync_1043,sync_1713,sync_80,sync_63,sync_265,sync_44,sync_152,sync_157,sync_1059,sync_133,sync_93,sync_49,sync_631,sync_433,sync_190,sync_134,sync_844,sync_79,sync_118,sync_105,sync_639,sync_1396,sync_51,sync_117,sync_90,sync_21,sync_402,add_1118,del_89,add_964,del_336",2,"(16, 3, 13)","(0, 1, 14)",102.508,137.31,2.081,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
14,"(None, 1, 5)",CounterfactualNotFound,"578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,89,336","578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,1118,964,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_578,sync_65,sync_28,sync_1432,sync_2079,sync_199,sync_1043,sync_1713,sync_80,sync_63,sync_265,sync_44,sync_152,sync_157,sync_1059,sync_133,sync_93,sync_49,sync_631,sync_433,sync_190,sync_134,sync_844,sync_79,sync_118,sync_105,sync_639,sync_1396,sync_51,sync_117,sync_90,sync_21,sync_402,add_1118,del_89,add_964,del_336",2,"(16, 3, 13)","(0, 1, 14)",102.508,137.31,2.081,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
14,"(None, 5, 5)",CounterfactualNotFound,"578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,89,336","578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,1118,964,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_578,sync_65,sync_28,sync_1432,sync_2079,sync_199,sync_1043,sync_1713,sync_80,sync_63,sync_265,sync_44,sync_152,sync_157,sync_1059,sync_133,sync_93,sync_49,sync_631,sync_433,sync_190,sync_134,sync_844,sync_79,sync_118,sync_105,sync_639,sync_1396,sync_51,sync_117,sync_90,sync_21,sync_402,add_1118,del_89,add_964,del_336",2,"(16, 3, 13)","(0, 1, 14)",102.508,137.31,2.081,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
14,"(None, 10, 5)",CounterfactualNotFound,"578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,89,336","578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,1118,964,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_578,sync_65,sync_28,sync_1432,sync_2079,sync_199,sync_1043,sync_1713,sync_80,sync_63,sync_265,sync_44,sync_152,sync_157,sync_1059,sync_133,sync_93,sync_49,sync_631,sync_433,sync_190,sync_134,sync_844,sync_79,sync_118,sync_105,sync_639,sync_1396,sync_51,sync_117,sync_90,sync_21,sync_402,add_1118,del_89,add_964,del_336",2,"(16, 3, 13)","(0, 1, 14)",102.508,137.31,2.081,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
15,"(None, 1, 0)",good,"538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,658","538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,45","sync_538,sync_21,sync_516,sync_336,sync_190,sync_291,sync_366,sync_1012,sync_804,sync_503,sync_515,sync_2850,sync_535,sync_2399,sync_355,sync_1896,sync_90,sync_816,sync_1595,sync_872,sync_1865,sync_1187,sync_33,sync_146,sync_1277,sync_149,sync_552,sync_2471,sync_84,sync_1802,sync_619,sync_451,sync_397,sync_826,sync_984,sync_180,sync_165,sync_745,sync_1310,sync_1322,sync_1432,sync_353,sync_1055,sync_413,sync_668,sync_687,sync_332,sync_2867,sync_600,add_45,del_658",1,"(3,)","(0, 1, 7, 14, 16)",113.952,1.152,1.325,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
15,"(None, 10, 0)",good,"538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,658","538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,3608","sync_538,sync_21,sync_516,sync_336,sync_190,sync_291,sync_366,sync_1012,sync_804,sync_503,sync_515,sync_2850,sync_535,sync_2399,sync_355,sync_1896,sync_90,sync_816,sync_1595,sync_872,sync_1865,sync_1187,sync_33,sync_146,sync_1277,sync_149,sync_552,sync_2471,sync_84,sync_1802,sync_619,sync_451,sync_397,sync_826,sync_984,sync_180,sync_165,sync_745,sync_1310,sync_1322,sync_1432,sync_353,sync_1055,sync_413,sync_668,sync_687,sync_332,sync_2867,sync_600,add_3608,del_658",1,"(3,)","(7,)",113.952,61.551,1.037,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",4.402555555555556,4.402555555555556,88.32111111111111
15,"(None, 1, 5)",CounterfactualNotFound,"538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,658","538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,3608","sync_538,sync_21,sync_516,sync_336,sync_190,sync_291,sync_366,sync_1012,sync_804,sync_503,sync_515,sync_2850,sync_535,sync_2399,sync_355,sync_1896,sync_90,sync_816,sync_1595,sync_872,sync_1865,sync_1187,sync_33,sync_146,sync_1277,sync_149,sync_552,sync_2471,sync_84,sync_1802,sync_619,sync_451,sync_397,sync_826,sync_984,sync_180,sync_165,sync_745,sync_1310,sync_1322,sync_1432,sync_353,sync_1055,sync_413,sync_668,sync_687,sync_332,sync_2867,sync_600,add_3608,del_658",1,"(3,)","(7,)",113.952,61.551,1.037,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",1.269,1.269,91.716
