i,split,status,source,aligned,alignment,cost,gt,aligned_gt,score,dataset_time,align_time,automata_learning_time,use_cache,determinism,model,dataset,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mutation_params,generation_strategy,jaccard_threshold,timestamp,mut_prob,crossover_prob
0,"(None, 10, 0)",bad,"2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,165","2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,5","sync_2720,sync_365,sync_1634,sync_1229,sync_140,sync_351,sync_1664,sync_160,sync_1534,sync_1233,sync_618,sync_267,sync_2490,sync_213,sync_2483,sync_89,sync_273,sync_665,sync_352,sync_222,sync_2265,sync_2612,sync_429,sync_2492,sync_2827,sync_532,sync_1002,sync_202,sync_821,sync_1615,sync_1284,sync_830,sync_176,sync_1116,sync_2626,sync_23,sync_415,sync_1988,sync_694,sync_133,sync_1536,sync_510,sync_290,sync_152,sync_204,sync_1034,sync_1273,sync_289,sync_462,del_165,add_5",1,"[{7}, {7}, {7}, {10}, {0, 7}, {7}, {0, 7}, {15}, {0, 5, 7}, {7}]","[{7}, {7}, {15}, {0, 7}, {7}, {10}, {7}, {13, 7}, {3}, {14, 7}]",0.798,35.933,7.949,0.27,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
0,"(None, 1, 5)",NoTargetStatesError,"2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,165","2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,5","sync_2720,sync_365,sync_1634,sync_1229,sync_140,sync_351,sync_1664,sync_160,sync_1534,sync_1233,sync_618,sync_267,sync_2490,sync_213,sync_2483,sync_89,sync_273,sync_665,sync_352,sync_222,sync_2265,sync_2612,sync_429,sync_2492,sync_2827,sync_532,sync_1002,sync_202,sync_821,sync_1615,sync_1284,sync_830,sync_176,sync_1116,sync_2626,sync_23,sync_415,sync_1988,sync_694,sync_133,sync_1536,sync_510,sync_290,sync_152,sync_204,sync_1034,sync_1273,sync_289,sync_462,del_165,add_5",1,"[{7}, {7}, {7}, {10}, {0, 7}, {7}, {0, 7}, {15}, {0, 5, 7}, {7}]","[{7}, {7}, {15}, {0, 7}, {7}, {10}, {7}, {13, 7}, {3}, {14, 7}]",0.798,35.933,7.949,0.27,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
0,"(None, 5, 5)",NoTargetStatesError,"2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,165","2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,5","sync_2720,sync_365,sync_1634,sync_1229,sync_140,sync_351,sync_1664,sync_160,sync_1534,sync_1233,sync_618,sync_267,sync_2490,sync_213,sync_2483,sync_89,sync_273,sync_665,sync_352,sync_222,sync_2265,sync_2612,sync_429,sync_2492,sync_2827,sync_532,sync_1002,sync_202,sync_821,sync_1615,sync_1284,sync_830,sync_176,sync_1116,sync_2626,sync_23,sync_415,sync_1988,sync_694,sync_133,sync_1536,sync_510,sync_290,sync_152,sync_204,sync_1034,sync_1273,sync_289,sync_462,del_165,add_5",1,"[{7}, {7}, {7}, {10}, {0, 7}, {7}, {0, 7}, {15}, {0, 5, 7}, {7}]","[{7}, {7}, {15}, {0, 7}, {7}, {10}, {7}, {13, 7}, {3}, {14, 7}]",0.798,35.933,7.949,0.27,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
0,"(None, 10, 5)",NoTargetStatesError,"2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,165","2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,5","sync_2720,sync_365,sync_1634,sync_1229,sync_140,sync_351,sync_1664,sync_160,sync_1534,sync_1233,sync_618,sync_267,sync_2490,sync_213,sync_2483,sync_89,sync_273,sync_665,sync_352,sync_222,sync_2265,sync_2612,sync_429,sync_2492,sync_2827,sync_532,sync_1002,sync_202,sync_821,sync_1615,sync_1284,sync_830,sync_176,sync_1116,sync_2626,sync_23,sync_415,sync_1988,sync_694,sync_133,sync_1536,sync_510,sync_290,sync_152,sync_204,sync_1034,sync_1273,sync_289,sync_462,del_165,add_5",1,"[{7}, {7}, {7}, {10}, {0, 7}, {7}, {0, 7}, {15}, {0, 5, 7}, {7}]","[{7}, {7}, {15}, {0, 7}, {7}, {10}, {7}, {13, 7}, {3}, {14, 7}]",0.798,35.933,7.949,0.27,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
1,"(None, 1, 0)",good,"713,1624,415,2044,391,610,727,38,1046,1863,723,756,427,1738,1645,2142,609,1461,633,12,2,36,422,1796,420,26,1254,630,1462,339,986,1922,1629,1284,1535,1492,961,1583,849,666,1527,1458,662,560,1093,670,421,1450,536,719","713,1624,415,2044,391,610,727,38,1046,1863,723,756,427,1738,1645,2142,609,1461,633,12,2,36,422,1796,420,26,1254,630,1462,339,986,1922,1629,1284,1535,1492,961,1583,849,666,1527,1458,662,560,1093,670,421,1450,536,9","sync_713,sync_1624,sync_415,sync_2044,sync_391,sync_610,sync_727,sync_38,sync_1046,sync_1863,sync_723,sync_756,sync_427,sync_1738,sync_1645,sync_2142,sync_609,sync_1461,sync_633,sync_12,sync_2,sync_36,sync_422,sync_1796,sync_420,sync_26,sync_1254,sync_630,sync_1462,sync_339,sync_986,sync_1922,sync_1629,sync_1284,sync_1535,sync_1492,sync_961,sync_1583,sync_849,sync_666,sync_1527,sync_1458,sync_662,sync_560,sync_1093,sync_670,sync_421,sync_1450,sync_536,del_719,add_9",1,"[{11, 1, 3, 7}, {9, 12}, {16, 14}, {12, 15}, {16, 1}, {7}, {12, 15}, {3, 5}, {16, 13, 7}, {9, 12, 5, 15}]","[{11, 1, 3, 7}, {11, 13}, {3, 5}, {11, 2, 3}, {9, 12}, {12, 15}, {3}, {11, 3}, {11, 2, 3}, {9, 13, 15}]",0.649,37.627,0.783,0.243,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
1,"(None, 10, 0)",good,"713,1624,415,2044,391,610,727,38,1046,1863,723,756,427,1738,1645,2142,609,1461,633,12,2,36,422,1796,420,26,1254,630,1462,339,986,1922,1629,1284,1535,1492,961,1583,849,666,1527,1458,662,560,1093,670,421,1450,536,719","713,1624,415,2044,391,610,727,38,1046,1863,723,756,427,1738,1645,2142,609,1461,633,12,2,36,422,1796,420,26,1254,630,1462,339,986,1922,1629,1284,1535,1492,961,1583,849,666,1527,1458,662,560,1093,670,421,1450,536,9","sync_713,sync_1624,sync_415,sync_2044,sync_391,sync_610,sync_727,sync_38,sync_1046,sync_1863,sync_723,sync_756,sync_427,sync_1738,sync_1645,sync_2142,sync_609,sync_1461,sync_633,sync_12,sync_2,sync_36,sync_422,sync_1796,sync_420,sync_26,sync_1254,sync_630,sync_1462,sync_339,sync_986,sync_1922,sync_1629,sync_1284,sync_1535,sync_1492,sync_961,sync_1583,sync_849,sync_666,sync_1527,sync_1458,sync_662,sync_560,sync_1093,sync_670,sync_421,sync_1450,sync_536,del_719,add_9",1,"[{11, 1, 3, 7}, {9, 12}, {16, 14}, {12, 15}, {16, 1}, {7}, {12, 15}, {3, 5}, {16, 13, 7}, {9, 12, 5, 15}]","[{11, 1, 3, 7}, {11, 13}, {3, 5}, {11, 2, 3}, {9, 12}, {12, 15}, {3}, {11, 3}, {11, 2, 3}, {9, 13, 15}]",0.649,37.627,7.062,0.405,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
1,"(None, 1, 5)",NoTargetStatesError,"713,1624,415,2044,391,610,727,38,1046,1863,723,756,427,1738,1645,2142,609,1461,633,12,2,36,422,1796,420,26,1254,630,1462,339,986,1922,1629,1284,1535,1492,961,1583,849,666,1527,1458,662,560,1093,670,421,1450,536,719","713,1624,415,2044,391,610,727,38,1046,1863,723,756,427,1738,1645,2142,609,1461,633,12,2,36,422,1796,420,26,1254,630,1462,339,986,1922,1629,1284,1535,1492,961,1583,849,666,1527,1458,662,560,1093,670,421,1450,536,9","sync_713,sync_1624,sync_415,sync_2044,sync_391,sync_610,sync_727,sync_38,sync_1046,sync_1863,sync_723,sync_756,sync_427,sync_1738,sync_1645,sync_2142,sync_609,sync_1461,sync_633,sync_12,sync_2,sync_36,sync_422,sync_1796,sync_420,sync_26,sync_1254,sync_630,sync_1462,sync_339,sync_986,sync_1922,sync_1629,sync_1284,sync_1535,sync_1492,sync_961,sync_1583,sync_849,sync_666,sync_1527,sync_1458,sync_662,sync_560,sync_1093,sync_670,sync_421,sync_1450,sync_536,del_719,add_9",1,"[{11, 1, 3, 7}, {9, 12}, {16, 14}, {12, 15}, {16, 1}, {7}, {12, 15}, {3, 5}, {16, 13, 7}, {9, 12, 5, 15}]","[{11, 1, 3, 7}, {11, 13}, {3, 5}, {11, 2, 3}, {9, 12}, {12, 15}, {3}, {11, 3}, {11, 2, 3}, {9, 13, 15}]",0.649,37.627,7.062,0.405,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
1,"(None, 5, 5)",NoTargetStatesError,"713,1624,415,2044,391,610,727,38,1046,1863,723,756,427,1738,1645,2142,609,1461,633,12,2,36,422,1796,420,26,1254,630,1462,339,986,1922,1629,1284,1535,1492,961,1583,849,666,1527,1458,662,560,1093,670,421,1450,536,719","713,1624,415,2044,391,610,727,38,1046,1863,723,756,427,1738,1645,2142,609,1461,633,12,2,36,422,1796,420,26,1254,630,1462,339,986,1922,1629,1284,1535,1492,961,1583,849,666,1527,1458,662,560,1093,670,421,1450,536,9","sync_713,sync_1624,sync_415,sync_2044,sync_391,sync_610,sync_727,sync_38,sync_1046,sync_1863,sync_723,sync_756,sync_427,sync_1738,sync_1645,sync_2142,sync_609,sync_1461,sync_633,sync_12,sync_2,sync_36,sync_422,sync_1796,sync_420,sync_26,sync_1254,sync_630,sync_1462,sync_339,sync_986,sync_1922,sync_1629,sync_1284,sync_1535,sync_1492,sync_961,sync_1583,sync_849,sync_666,sync_1527,sync_1458,sync_662,sync_560,sync_1093,sync_670,sync_421,sync_1450,sync_536,del_719,add_9",1,"[{11, 1, 3, 7}, {9, 12}, {16, 14}, {12, 15}, {16, 1}, {7}, {12, 15}, {3, 5}, {16, 13, 7}, {9, 12, 5, 15}]","[{11, 1, 3, 7}, {11, 13}, {3, 5}, {11, 2, 3}, {9, 12}, {12, 15}, {3}, {11, 3}, {11, 2, 3}, {9, 13, 15}]",0.649,37.627,7.062,0.405,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
1,"(None, 10, 5)",NoTargetStatesError,"713,1624,415,2044,391,610,727,38,1046,1863,723,756,427,1738,1645,2142,609,1461,633,12,2,36,422,1796,420,26,1254,630,1462,339,986,1922,1629,1284,1535,1492,961,1583,849,666,1527,1458,662,560,1093,670,421,1450,536,719","713,1624,415,2044,391,610,727,38,1046,1863,723,756,427,1738,1645,2142,609,1461,633,12,2,36,422,1796,420,26,1254,630,1462,339,986,1922,1629,1284,1535,1492,961,1583,849,666,1527,1458,662,560,1093,670,421,1450,536,9","sync_713,sync_1624,sync_415,sync_2044,sync_391,sync_610,sync_727,sync_38,sync_1046,sync_1863,sync_723,sync_756,sync_427,sync_1738,sync_1645,sync_2142,sync_609,sync_1461,sync_633,sync_12,sync_2,sync_36,sync_422,sync_1796,sync_420,sync_26,sync_1254,sync_630,sync_1462,sync_339,sync_986,sync_1922,sync_1629,sync_1284,sync_1535,sync_1492,sync_961,sync_1583,sync_849,sync_666,sync_1527,sync_1458,sync_662,sync_560,sync_1093,sync_670,sync_421,sync_1450,sync_536,del_719,add_9",1,"[{11, 1, 3, 7}, {9, 12}, {16, 14}, {12, 15}, {16, 1}, {7}, {12, 15}, {3, 5}, {16, 13, 7}, {9, 12, 5, 15}]","[{11, 1, 3, 7}, {11, 13}, {3, 5}, {11, 2, 3}, {9, 12}, {12, 15}, {3}, {11, 3}, {11, 2, 3}, {9, 13, 15}]",0.649,37.627,7.062,0.405,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
2,"(None, 1, 0)",bad,"154,799,1341,65,172,214,184,536,1463,598,274,1510,1034,207,540,412,2475,1616,244","154,799,1341,65,172,214,184,536,1463,598,274,1510,1034,207,540,412,2475,1616,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_154,sync_799,sync_1341,sync_65,sync_172,sync_214,sync_184,sync_536,sync_1463,sync_598,sync_274,sync_1510,sync_1034,sync_207,sync_540,sync_412,sync_2475,sync_1616,add_69,del_244",1,"[{3, 13}, {3, 13}, {3, 5}, {3}, {2, 3}, {3, 13}, {3, 14}, {3}, {3}, {3, 13, 7}]","[{3, 7}, {2, 3}, {3}, {3, 13, 7}, {3, 13}, {7}, {3}, {7}, {3, 7}, {3, 7}]",0.919,30.761,0.202,0.202,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
2,"(None, 10, 0)",CounterfactualNotFound,"154,799,1341,65,172,214,184,536,1463,598,274,1510,1034,207,540,412,2475,1616,244","154,799,1341,65,172,214,184,536,1463,598,274,1510,1034,207,540,412,2475,1616,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_154,sync_799,sync_1341,sync_65,sync_172,sync_214,sync_184,sync_536,sync_1463,sync_598,sync_274,sync_1510,sync_1034,sync_207,sync_540,sync_412,sync_2475,sync_1616,add_69,del_244",1,"[{3, 13}, {3, 13}, {3, 5}, {3}, {2, 3}, {3, 13}, {3, 14}, {3}, {3}, {3, 13, 7}]","[{3, 7}, {2, 3}, {3}, {3, 13, 7}, {3, 13}, {7}, {3}, {7}, {3, 7}, {3, 7}]",0.919,30.761,0.202,0.202,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
2,"(None, 1, 5)",NoTargetStatesError,"154,799,1341,65,172,214,184,536,1463,598,274,1510,1034,207,540,412,2475,1616,244","154,799,1341,65,172,214,184,536,1463,598,274,1510,1034,207,540,412,2475,1616,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_154,sync_799,sync_1341,sync_65,sync_172,sync_214,sync_184,sync_536,sync_1463,sync_598,sync_274,sync_1510,sync_1034,sync_207,sync_540,sync_412,sync_2475,sync_1616,add_69,del_244",1,"[{3, 13}, {3, 13}, {3, 5}, {3}, {2, 3}, {3, 13}, {3, 14}, {3}, {3}, {3, 13, 7}]","[{3, 7}, {2, 3}, {3}, {3, 13, 7}, {3, 13}, {7}, {3}, {7}, {3, 7}, {3, 7}]",0.919,30.761,0.202,0.202,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
2,"(None, 5, 5)",NoTargetStatesError,"154,799,1341,65,172,214,184,536,1463,598,274,1510,1034,207,540,412,2475,1616,244","154,799,1341,65,172,214,184,536,1463,598,274,1510,1034,207,540,412,2475,1616,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_154,sync_799,sync_1341,sync_65,sync_172,sync_214,sync_184,sync_536,sync_1463,sync_598,sync_274,sync_1510,sync_1034,sync_207,sync_540,sync_412,sync_2475,sync_1616,add_69,del_244",1,"[{3, 13}, {3, 13}, {3, 5}, {3}, {2, 3}, {3, 13}, {3, 14}, {3}, {3}, {3, 13, 7}]","[{3, 7}, {2, 3}, {3}, {3, 13, 7}, {3, 13}, {7}, {3}, {7}, {3, 7}, {3, 7}]",0.919,30.761,0.202,0.202,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
2,"(None, 10, 5)",NoTargetStatesError,"154,799,1341,65,172,214,184,536,1463,598,274,1510,1034,207,540,412,2475,1616,244","154,799,1341,65,172,214,184,536,1463,598,274,1510,1034,207,540,412,2475,1616,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_154,sync_799,sync_1341,sync_65,sync_172,sync_214,sync_184,sync_536,sync_1463,sync_598,sync_274,sync_1510,sync_1034,sync_207,sync_540,sync_412,sync_2475,sync_1616,add_69,del_244",1,"[{3, 13}, {3, 13}, {3, 5}, {3}, {2, 3}, {3, 13}, {3, 14}, {3}, {3}, {3, 13, 7}]","[{3, 7}, {2, 3}, {3}, {3, 13, 7}, {3, 13}, {7}, {3}, {7}, {3, 7}, {3, 7}]",0.919,30.761,0.202,0.202,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
3,"(None, 1, 0)",bad,"207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,295","207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,13","sync_207,sync_382,sync_771,sync_1622,sync_200,sync_178,sync_135,sync_316,sync_1309,sync_185,sync_23,sync_866,sync_2495,sync_724,sync_1121,sync_1493,sync_649,sync_697,sync_1652,sync_2456,sync_1664,sync_634,sync_548,sync_1595,sync_97,sync_45,sync_612,sync_999,sync_744,sync_78,sync_749,sync_377,sync_715,sync_990,sync_991,sync_616,sync_1009,sync_1006,sync_734,sync_539,sync_65,sync_323,sync_971,sync_677,sync_1004,sync_587,sync_841,sync_1475,sync_656,add_13,del_295",1,"[{0, 17, 14, 15}, {3, 14}, {0, 1, 14}, {8, 1, 3, 14}, {1, 13, 14, 7}, {0, 14}, {10, 14}, {0, 1, 14}, {0, 1, 8, 14}, {14, 15}]","[{8, 1, 3, 14}, {11, 3}, {11, 13}, {0, 16, 14}, {2, 3}, {0, 14}, {2, 11}, {11, 2, 3}, {11}, {8, 11, 2, 3}]",0.837,37.113,0.109,0.353,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
3,"(None, 10, 0)",CounterfactualNotFound,"207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,295","207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,13","sync_207,sync_382,sync_771,sync_1622,sync_200,sync_178,sync_135,sync_316,sync_1309,sync_185,sync_23,sync_866,sync_2495,sync_724,sync_1121,sync_1493,sync_649,sync_697,sync_1652,sync_2456,sync_1664,sync_634,sync_548,sync_1595,sync_97,sync_45,sync_612,sync_999,sync_744,sync_78,sync_749,sync_377,sync_715,sync_990,sync_991,sync_616,sync_1009,sync_1006,sync_734,sync_539,sync_65,sync_323,sync_971,sync_677,sync_1004,sync_587,sync_841,sync_1475,sync_656,add_13,del_295",1,"[{0, 17, 14, 15}, {3, 14}, {0, 1, 14}, {8, 1, 3, 14}, {1, 13, 14, 7}, {0, 14}, {10, 14}, {0, 1, 14}, {0, 1, 8, 14}, {14, 15}]","[{8, 1, 3, 14}, {11, 3}, {11, 13}, {0, 16, 14}, {2, 3}, {0, 14}, {2, 11}, {11, 2, 3}, {11}, {8, 11, 2, 3}]",0.837,37.113,0.109,0.353,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
3,"(None, 1, 5)",NoTargetStatesError,"207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,295","207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,13","sync_207,sync_382,sync_771,sync_1622,sync_200,sync_178,sync_135,sync_316,sync_1309,sync_185,sync_23,sync_866,sync_2495,sync_724,sync_1121,sync_1493,sync_649,sync_697,sync_1652,sync_2456,sync_1664,sync_634,sync_548,sync_1595,sync_97,sync_45,sync_612,sync_999,sync_744,sync_78,sync_749,sync_377,sync_715,sync_990,sync_991,sync_616,sync_1009,sync_1006,sync_734,sync_539,sync_65,sync_323,sync_971,sync_677,sync_1004,sync_587,sync_841,sync_1475,sync_656,add_13,del_295",1,"[{0, 17, 14, 15}, {3, 14}, {0, 1, 14}, {8, 1, 3, 14}, {1, 13, 14, 7}, {0, 14}, {10, 14}, {0, 1, 14}, {0, 1, 8, 14}, {14, 15}]","[{8, 1, 3, 14}, {11, 3}, {11, 13}, {0, 16, 14}, {2, 3}, {0, 14}, {2, 11}, {11, 2, 3}, {11}, {8, 11, 2, 3}]",0.837,37.113,0.109,0.353,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
3,"(None, 5, 5)",NoTargetStatesError,"207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,295","207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,13","sync_207,sync_382,sync_771,sync_1622,sync_200,sync_178,sync_135,sync_316,sync_1309,sync_185,sync_23,sync_866,sync_2495,sync_724,sync_1121,sync_1493,sync_649,sync_697,sync_1652,sync_2456,sync_1664,sync_634,sync_548,sync_1595,sync_97,sync_45,sync_612,sync_999,sync_744,sync_78,sync_749,sync_377,sync_715,sync_990,sync_991,sync_616,sync_1009,sync_1006,sync_734,sync_539,sync_65,sync_323,sync_971,sync_677,sync_1004,sync_587,sync_841,sync_1475,sync_656,add_13,del_295",1,"[{0, 17, 14, 15}, {3, 14}, {0, 1, 14}, {8, 1, 3, 14}, {1, 13, 14, 7}, {0, 14}, {10, 14}, {0, 1, 14}, {0, 1, 8, 14}, {14, 15}]","[{8, 1, 3, 14}, {11, 3}, {11, 13}, {0, 16, 14}, {2, 3}, {0, 14}, {2, 11}, {11, 2, 3}, {11}, {8, 11, 2, 3}]",0.837,37.113,0.109,0.353,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
