i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
115,targeted,None,"381,492,1,569,252,290,158,244,361,90,134,978,601,1070,666,1560,401,410,50,372,393,182,87,11,513,488,433,84,132,197,1481","381,492,1,569,252,290,158,244,361,90,134,978,601,1070,666,1560,401,410,50,372,393,182,87,11,513,488,433,84,791,197,1481",None,1,None,None,28.529,0.0,8.105,None,6.255,"{0, 1, 12}",{3},{1},1.0,0.0,"{0, 1, 12},{3},{3, 13},{3},{0, 16, 14}","{3},{7},{15},{0, 1, 12},{3, 13}","{1},{1},{1},{1},{1}",0.482,0.308,"{0, 1, 12},{3},{3, 13},{3},{0, 16, 14},{7},{7},{0, 15},{7},{5}","{3},{7},{15},{0, 1, 12},{3, 13},{0, 16, 3, 14},{3, 13},{0, 15},{3},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.369,0.172,"{0, 1, 12},{3},{3, 13},{3},{0, 16, 14},{7},{7},{0, 15},{7},{5},{3, 13},{0, 1, 15},{0, 16, 3, 14},{11, 2, 3},{15},{0, 15},{1, 3},{7},{0, 1, 14, 15},{13, 7}","{3},{7},{15},{0, 1, 12},{3, 13},{0, 16, 3, 14},{3, 13},{0, 15},{3},{3},{5},{0, 16, 14},{13, 7},{3, 13},{11, 2, 3},{7},{3},{0, 1, 15},{3, 7},{0, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.368,0.16,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
116,targeted,None,"896,352,730,348,162,54,126,25,310,684,768,27,263,695,982,303,100,187,943,358,867,368,242,385,557,134,210,79,504,175,1077,921,300,104,278,101,434,218,380,429,424,261,676,1017,239,102,181,103,180,112","896,352,730,348,162,54,126,25,310,684,768,27,263,695,982,303,100,187,943,358,867,368,242,385,557,134,210,79,504,175,1077,921,300,104,278,101,434,218,380,429,424,676,676,1017,239,102,181,103,180,112",None,1,None,None,31.003,0.0,4.81,None,5.536,"{0, 1}","{11, 2, 3}",{1},1.0,0.0,"{0, 1},{11, 2, 3},{11, 13},{11, 3},{16, 13, 7}","{11, 2, 3},{11, 13},{11, 3},{0, 1},{11, 2, 3}","{1},{1},{1},{1},{1}",0.289,0.118,"{0, 1},{11, 2, 3},{11, 13},{11, 3},{16, 13, 7},{7},{11, 13},{11, 2, 3},{3, 13},{3}","{11, 2, 3},{11, 13},{11, 3},{0, 1},{11, 2, 3},{11, 13},{7},{3},{3, 13},{16, 13, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.205,0.085,"{0, 1},{11, 2, 3},{11, 13},{11, 3},{16, 13, 7},{7},{11, 13},{11, 2, 3},{3, 13},{3},{11},{9, 12, 5},{3, 14},{3, 7},{0, 14, 15},{3},{11, 1, 3, 7},{15},{16, 13, 7},{3, 14}","{11, 2, 3},{11, 13},{11, 3},{0, 1},{11, 2, 3},{11, 13},{7},{3},{3, 13},{16, 13, 7},{3, 14},{11},{0, 14, 15},{3},{11, 1, 3, 7},{3, 7},{15},{3},{3, 14},{0, 14, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.194,0.123,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
117,targeted,None,"316,176,96,861,137,306,69,453,154,83,147,15,198,202,173,232,294,34,550,178,936,409,241,322,146,274,653,88,937,568,13,404,261,299,67,365,337,310,100,180,320,54,557,78,594,141,11,524,424,507","316,176,96,861,137,306,69,453,154,83,147,15,198,202,173,232,294,34,550,178,936,409,241,322,146,274,653,88,937,568,13,404,261,299,67,365,337,310,100,180,320,54,557,78,594,141,11,524,320,507",None,1,None,None,30.567,0.0,17.761,None,5.556,"{0, 1}","{16, 13, 7}",{1},1.0,0.0,"{0, 1},{3, 15},{16, 13, 7},{0, 1, 7, 13, 14, 16},{0, 1, 3, 13}","{16, 13, 7},{3, 13},{7},{0, 1, 7, 13, 14, 16},{0, 13}","{1},{1},{1},{1},{1}",0.689,0.318,"{0, 1},{3, 15},{16, 13, 7},{0, 1, 7, 13, 14, 16},{0, 1, 3, 13},{9, 12},{12, 15, 14, 7},{3, 13},{3, 13},{9, 14}","{16, 13, 7},{3, 13},{7},{0, 1, 7, 13, 14, 16},{0, 13},{16, 13, 7},{3, 13},{0, 1, 3, 13},{3, 13},{0, 1}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.481,0.36,"{0, 1},{3, 15},{16, 13, 7},{0, 1, 7, 13, 14, 16},{0, 1, 3, 13},{9, 12},{12, 15, 14, 7},{3, 13},{3, 13},{9, 14},{0, 13},{5, 7},{7},{16, 13, 7},{0, 16, 7},{16, 7},{3, 7},{7},{3, 5},{13, 7}","{16, 13, 7},{3, 13},{7},{0, 1, 7, 13, 14, 16},{0, 13},{16, 13, 7},{3, 13},{0, 1, 3, 13},{3, 13},{0, 1},{11, 2, 3},{7},{3, 15},{7},{0, 1, 3, 14},{0, 1, 5, 7},{15, 7},{0, 1, 14, 15},{11, 1, 3, 7},{0, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.345,0.436,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
118,targeted,None,"666,210,50,696,121,404,648,13,372,535,90,142,365,24,137,78,526,341,417,407,268,104,87,337,566,132,174,205,84,179,972,657,197,18,824,515,389,229,1270,874,735,348,278,308,201,157,32,25,51,856","666,210,50,696,121,404,648,13,372,535,90,142,365,24,137,78,526,341,417,407,268,104,87,337,566,132,174,205,84,179,972,657,197,18,824,515,389,229,1270,874,735,348,278,856,201,157,1034,25,51,856",None,2,None,None,30.249,0.0,2.356,None,5.57,"{0, 1, 14}","{15, 7}",{1},1.0,0.0,"{0, 1, 14},{15, 7},{0, 15},{0, 5, 14},{5, 7}","{15, 7},{0, 1, 14},{5, 7},{0, 15},{7}","{1},{1},{1},{1},{1}",0.409,0.308,"{0, 1, 14},{15, 7},{0, 15},{0, 5, 14},{5, 7},{0, 15},{0, 10},{8, 3, 14, 7},{0, 14, 15},{0, 16, 7}","{15, 7},{0, 1, 14},{5, 7},{0, 15},{7},{8, 3, 14, 7},{5, 15},{16, 7},{3},{3, 14}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.256,0.194,"{0, 1, 14},{15, 7},{0, 15},{0, 5, 14},{5, 7},{0, 15},{0, 10},{8, 3, 14, 7},{0, 14, 15},{0, 16, 7},{0, 1},{16, 7},{16, 15, 7},{13, 7},{5, 15},{0, 10, 14, 15},{15, 7},{17},{7},{0, 15}","{15, 7},{0, 1, 14},{5, 7},{0, 15},{7},{8, 3, 14, 7},{5, 15},{16, 7},{3},{3, 14},{11, 2, 3},{15, 7},{0, 14, 15},{3},{0, 1},{5, 15},{11, 2, 3},{0, 16, 7},{0, 16, 7},{0, 10}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.209,0.152,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
119,targeted,None,"261,212,603,576,369,475,796,83,765,552,80,543,1308,1110,528,432,155,784,413,28,194,778,459,878,630,779,902,616,113,198,1214,290,217,145,52,134,705,502,414,174,456,894,615,690,657,1012,468,1007,191,524","261,212,603,576,369,475,796,83,765,552,80,543,1308,1110,528,432,155,784,413,28,194,778,459,878,630,779,902,616,113,198,1214,290,217,145,52,134,705,502,414,174,456,894,690,690,657,1012,468,1007,119,524",None,2,None,None,30.039,0.0,8.069,None,6.02,"{0, 1, 15}","{3, 5}",{1},1.0,0.0,"{0, 1, 15},{0, 16, 13, 7},{0, 12, 7},{11, 2, 3},{7}","{3, 5},{3},{14, 15},{3},{0, 1, 14, 15}","{1},{1},{1},{1},{1}",0.345,0.276,"{0, 1, 15},{0, 16, 13, 7},{0, 12, 7},{11, 2, 3},{7},{2, 3},{14},{0, 1, 2, 10, 14},{3},{0, 5, 15}","{3, 5},{3},{14, 15},{3},{0, 1, 14, 15},{3},{3},{0, 1, 15},{3},{3, 13}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.366,0.307,"{0, 1, 15},{0, 16, 13, 7},{0, 12, 7},{11, 2, 3},{7},{2, 3},{14},{0, 1, 2, 10, 14},{3},{0, 5, 15},{3, 5},{0},{2},{12, 7},{3},{0, 3},{3},{3, 7},{3, 7},{1, 17, 7}","{3, 5},{3},{14, 15},{3},{0, 1, 14, 15},{3},{3},{0, 1, 15},{3},{3, 13},{0, 1, 15},{0, 1, 15},{15, 7},{3},{10},{0, 3},{3},{0, 15},{8, 3, 13, 14},{14, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.315,0.309,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
120,targeted,None,"233,568,202,466,4,51,557,865,248,111,348,192,470,67,544,34,180,529,33,439,319,94,550,765,821,888,321,173,183,367,8,630,1025,974,415,530,364,156,835,198,143,292,570,706,228,875,329,9,56,1129","233,568,202,466,4,51,557,865,248,111,348,192,470,67,544,34,180,529,33,439,319,94,550,765,821,888,321,173,183,367,8,630,1025,974,415,530,364,156,835,198,143,292,927,706,228,953,329,9,56,1129",None,2,None,None,33.44,0.0,32.422,None,5.745,"{1, 3}",{3},{1},1.0,0.0,"{1, 3},{14, 15},{3},{13, 7},{3}","{3},{3},{3},{1, 3, 8, 13, 14},{3}","{1},{1},{1},{1},{1}",0.399,0.461,"{1, 3},{14, 15},{3},{13, 7},{3},{3},{7},{0, 16, 7},{8, 1, 3},{2, 3}","{3},{3},{3},{1, 3, 8, 13, 14},{3},{1, 3},{3},{11, 2, 3},{11, 1, 3},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.357,0.48,"{1, 3},{14, 15},{3},{13, 7},{3},{3},{7},{0, 16, 7},{8, 1, 3},{2, 3},{11, 1, 3},{1, 3, 7},{0, 1, 14},{11, 3},{3},{7},{12, 15, 7},{15, 7},{3},{15, 5, 7}","{3},{3},{3},{1, 3, 8, 13, 14},{3},{1, 3},{3},{11, 2, 3},{11, 1, 3},{3},{3},{0, 1, 3},{2, 3},{14, 15},{0, 1, 3, 8, 14},{7},{3, 13},{1, 3, 7},{7},{3, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.39,0.49,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
121,targeted,None,"653,176,269,1024,53,13,158,553,199,372,341,142,279,615,154,25,137,268,141,78,210,306,447,356,417,358,433,11,121,404,24,104,84,69,99","653,176,269,1024,53,13,158,553,199,372,341,142,279,615,154,25,137,268,141,78,210,306,447,356,417,358,433,11,121,404,24,104,84,84,99",None,1,None,None,29.265,0.0,22.693,None,5.77,"{0, 1, 14, 15}","{0, 1, 14, 15}",{1},1.0,1.0,"{0, 1, 14, 15},{0, 16, 14},{0, 1, 15},{0, 1, 12},{3}","{0, 1, 14, 15},{0, 16, 14},{0, 1, 12},{0, 1, 15},{0, 15}","{1},{1},{1},{1},{1}",0.749,0.718,"{0, 1, 14, 15},{0, 16, 14},{0, 1, 15},{0, 1, 12},{3},{0, 15},{0, 15},{0, 1, 15},{15, 7},{0, 15}","{0, 1, 14, 15},{0, 16, 14},{0, 1, 12},{0, 1, 15},{0, 15},{0, 1, 15},{0, 15},{3},{15, 7},{0, 14}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.615,0.619,"{0, 1, 14, 15},{0, 16, 14},{0, 1, 15},{0, 1, 12},{3},{0, 15},{0, 15},{0, 1, 15},{15, 7},{0, 15},{0, 14},{3},{0, 15},{0, 1, 8},{13, 7},{1, 3},{0, 1, 5},{0, 1, 15},{0, 16, 3, 14},{3}","{0, 1, 14, 15},{0, 16, 14},{0, 1, 12},{0, 1, 15},{0, 15},{0, 1, 15},{0, 15},{3},{15, 7},{0, 14},{0, 15},{3},{0, 1, 8},{1, 3},{13, 7},{0, 1, 5},{3},{0, 1, 15},{0, 16, 3, 14},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.571,0.584,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
122,targeted,None,"609,281,861,31,358,438,312,257,493,64,306,645,50,371,210,859,217,32,315,114,212,374,325,45,887,76,362,772,618,1165,339,1087,124,422,143,1245,478,778,1224,528,884,833,216,1074,43,395,62,30,151,155","609,281,861,31,358,438,312,257,493,64,306,645,50,371,210,859,217,32,315,114,212,374,325,45,887,76,362,772,618,1165,339,1087,124,422,143,1245,478,778,1224,528,884,833,216,1074,43,98,62,30,155,155",None,2,None,None,29.51,0.0,3.04,None,5.574,"{0, 1, 14, 15}",{15},{1},1.0,0.0,"{0, 1, 14, 15},{0, 10},{10},{10},{15, 5, 7}","{15},{15, 5, 7},{10},{10},{10}","{1},{1},{1},{1},{1}",0.544,0.0,"{0, 1, 14, 15},{0, 10},{10},{10},{15, 5, 7},{10},{15},{15},{10, 7},{10}","{15},{15, 5, 7},{10},{10},{10},{10, 7},{10},{0, 10},{10, 13},{10, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.432,0.0,"{0, 1, 14, 15},{0, 10},{10},{10},{15, 5, 7},{10},{15},{15},{10, 7},{10},{10, 7},{10, 13, 15},{0, 15},{0, 10},{10, 15},{15, 7},{0, 3, 5, 10, 15},{10, 14, 15},{10},{10, 13}","{15},{15, 5, 7},{10},{10},{10},{10, 7},{10},{0, 10},{10, 13},{10, 7},{0, 1, 14, 15},{15},{10},{10, 14, 15},{10},{10},{10, 13, 15},{10},{10, 15},{10, 14}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.263,0.094,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
123,targeted,None,"183,232,103,115,15,459,404,141,318,198,369,83,159,901,355,77,48,7,445,47,759,475,254,55,532,457,297,98,137,24,629,539,348,50,138,32,362,30,109,259,368,35,268,343,289,330,180,222,308,248","183,232,103,115,15,459,404,141,318,198,369,83,159,901,355,77,48,7,445,47,759,475,254,55,532,457,297,98,137,24,629,539,348,50,138,32,362,30,109,259,368,35,268,343,289,330,884,248,131,248",None,3,None,None,28.591,0.0,1.917,None,5.904,"{0, 1, 14, 16}","{3, 5}",{1},1.0,0.0,"{0, 1, 14, 16},{3},{0, 13, 7},{0, 13, 15},{3, 13}","{3, 5},{0, 11, 3},{16, 3},{14},{16, 3}","{1},{1},{1},{1},{1}",0.488,0.0,"{0, 1, 14, 16},{3},{0, 13, 7},{0, 13, 15},{3, 13},{3},{13, 7},{3},{14, 7},{2, 3}","{3, 5},{0, 11, 3},{16, 3},{14},{16, 3},{3, 14},{3, 13},{3, 14},{5, 14, 7},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.373,0.0,"{0, 1, 14, 16},{3},{0, 13, 7},{0, 13, 15},{3, 13},{3},{13, 7},{3},{14, 7},{2, 3},{11, 2, 3},{0, 1, 14},{0, 13, 15},{1, 3},{0, 1},{0, 1, 3, 14},{0, 15},{0, 11, 3},{3, 13},{0, 16, 14}","{3, 5},{0, 11, 3},{16, 3},{14},{16, 3},{3, 14},{3, 13},{3, 14},{5, 14, 7},{3},{11, 3, 7},{3, 13},{1, 3, 7},{3, 13},{10, 3},{3, 7},{3},{3, 7},{3},{16, 3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.389,0.055,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
124,targeted,None,"648,126,102,1039,348,186,233,79,673,684,57,476,59,861,35,343,461,151,519,372,178,1085,257,73,2,322,54,116,113,360,756,41,207,276,661,655,231,512,63,720,122,131,1434,953,94,843,185,555,160,704","648,126,102,1039,348,186,233,79,673,684,57,476,59,861,35,343,461,151,519,372,178,1085,257,73,2,322,54,116,113,360,756,41,207,276,661,655,231,512,63,720,122,131,1434,953,704,704,122,555,659,704",None,4,None,None,28.816,0.0,3.04,None,6.08,"{0, 1, 15}","{0, 13, 15}",{1},1.0,0.0,"{0, 1, 15},{0, 15},{3, 13},{15, 12, 5, 7},{7}","{0, 13, 15},{3, 7},{15, 7},{3, 7},{15, 12, 5, 7}","{1},{1},{1},{1},{1}",0.407,0.0,"{0, 1, 15},{0, 15},{3, 13},{15, 12, 5, 7},{7},{7},{0, 1, 17},{7},{7},{0, 13, 7}","{0, 13, 15},{3, 7},{15, 7},{3, 7},{15, 12, 5, 7},{12, 15},{7},{0, 13, 7},{3},{3, 12, 5, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.392,0.0,"{0, 1, 15},{0, 15},{3, 13},{15, 12, 5, 7},{7},{7},{0, 1, 17},{7},{7},{0, 13, 7},{0, 15, 7},{0, 14, 15},{14, 7},{0, 16, 13},{0, 1, 14},{0, 3},{0, 13, 15},{16, 7},{3, 7},{0, 1, 15}","{0, 13, 15},{3, 7},{15, 7},{3, 7},{15, 12, 5, 7},{12, 15},{7},{0, 13, 7},{3},{3, 12, 5, 7},{13, 7},{0, 12, 13, 15},{0, 15},{0, 15, 7},{7},{1, 3},{11, 2, 3},{0, 1, 14, 16},{10, 15},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.325,0.083,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
125,targeted,None,"290,1,61,405,281,569,653,41,49,492,44,118,176,361,252,609,332,223,428,388,356,29,53,535,453,874,433,90,210,358,87,132,401,191,78,503,863,59,190,25,393,696,50,601,644,676,862,513,154,141","290,1,61,405,281,569,653,41,49,492,44,118,176,361,252,609,332,223,428,388,356,29,53,535,453,874,433,90,210,358,87,132,401,191,78,503,863,59,190,25,393,696,601,601,644,572,862,513,154,141",None,2,None,None,28.923,0.0,11.206,None,5.549,"{1, 3}",{7},{1},1.0,0.0,"{1, 3},{13, 7},{7},{16, 7},{0, 1, 14}","{7},{3, 13},{13, 7},{1, 3},{0, 1, 3, 14}","{1},{1},{1},{1},{1}",0.546,0.425,"{1, 3},{13, 7},{7},{16, 7},{0, 1, 14},{3, 13},{3},{13, 7},{3, 13},{7}","{7},{3, 13},{13, 7},{1, 3},{0, 1, 3, 14},{0, 1, 14},{16, 7},{13, 7},{7},{13, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.378,0.39,"{1, 3},{13, 7},{7},{16, 7},{0, 1, 14},{3, 13},{3},{13, 7},{3, 13},{7},{7},{2, 3},{0, 1, 13, 14, 16},{14, 7},{0, 1, 15},{0, 14, 15},{13, 7},{0, 1, 13, 14, 16},{3, 7},{7}","{7},{3, 13},{13, 7},{1, 3},{0, 1, 3, 14},{0, 1, 14},{16, 7},{13, 7},{7},{13, 7},{3, 13},{3},{0, 14, 15},{3, 13},{15, 7},{7},{3, 5},{2, 3},{5, 7},{14, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.432,0.255,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
126,targeted,None,"140,1,158,290,244,405,653,41,861,737,900,134,50,666,874,601,598,59,90,181,178,503,1197,673,388,358,513,970,444,1070,1023,149,96,428,410,13,78,535,447","140,1,158,290,244,405,653,41,861,737,900,134,50,666,874,601,598,59,90,181,178,503,1197,673,388,358,513,970,444,1175,1023,149,96,4,410,13,899,535,447",None,3,None,None,27.305,0.0,4.297,None,6.415,"{1, 3}",{7},{1},1.0,0.0,"{1, 3},{3},{0, 14},{15, 12, 5, 7},{0}","{7},{3},{7},{7},{3, 13}","{1},{1},{1},{1},{1}",0.348,0.0,"{1, 3},{3},{0, 14},{15, 12, 5, 7},{0},{1, 13},{15},{0, 1, 15},{0, 14, 15},{0, 1, 14, 15}","{7},{3},{7},{7},{3, 13},{3, 13},{0, 1, 3, 14},{13, 7},{0, 14, 15},{13, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.492,0.178,"{1, 3},{3},{0, 14},{15, 12, 5, 7},{0},{1, 13},{15},{0, 1, 15},{0, 14, 15},{0, 1, 14, 15},{0, 16, 7},{0, 16, 14},{3, 7},{3, 13},{0, 1},{0, 15},{0, 1, 8},{7},{0, 1, 5},{16, 1}","{7},{3},{7},{7},{3, 13},{3, 13},{0, 1, 3, 14},{13, 7},{0, 14, 15},{13, 7},{14, 7},{7},{1, 3},{3, 5},{6, 7},{0, 1, 14},{0, 14},{16, 7},{13, 7},{0, 1, 13, 14, 16}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.461,0.284,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
127,targeted,None,"400,300,45,429,741,575,157,39,514,113,175,510,320,95,809,693,568,102,119,289,475,295,222,30,323,51,94,457,817,362,731,48,37,259,1309,43,170,212,350,278,180,251,612,343,242,183,135,334,2,99","400,300,45,429,741,575,157,39,514,113,175,510,320,95,809,693,568,102,119,289,475,295,222,30,323,51,94,457,817,362,731,48,37,259,1309,43,170,212,350,278,180,251,612,343,343,183,135,334,2,99",None,1,None,None,31.03,0.0,29.907,None,5.385,"{0, 1, 14, 16}","{0, 1, 14, 16}",{1},1.0,1.0,"{0, 1, 14, 16},{13, 7},{0, 13, 15},{7},{7}","{0, 1, 14, 16},{0, 13, 15},{13, 7},{7},{7}","{1},{1},{1},{1},{1}",0.528,0.519,"{0, 1, 14, 16},{13, 7},{0, 13, 15},{7},{7},{0, 13, 7},{3},{0, 15},{7},{0, 1, 2, 10, 14}","{0, 1, 14, 16},{0, 13, 15},{13, 7},{7},{7},{0, 13, 7},{0, 15},{3},{6},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.479,0.386,"{0, 1, 14, 16},{13, 7},{0, 13, 15},{7},{7},{0, 13, 7},{3},{0, 15},{7},{0, 1, 2, 10, 14},{7},{9, 12, 5, 15},{11, 2, 3},{16, 7},{6},{0, 15},{12, 15},{18},{14, 7},{0, 10, 14}","{0, 1, 14, 16},{0, 13, 15},{13, 7},{7},{7},{0, 13, 7},{0, 15},{3},{6},{7},{7},{0, 1, 2, 10, 14},{9, 12, 5, 15},{11, 2, 3},{0, 15},{0, 10, 14},{11, 2, 3},{18},{16, 7},{12, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.328,0.317,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
128,targeted,None,"648,98,121,553,13,365,141,125,453,69,210,199,25,404,88,370,614,531,268,159,104,107,782,137,526,652","648,98,121,553,13,365,141,125,453,69,210,199,25,404,88,370,614,531,268,159,104,107,782,137,566,652",None,1,None,None,31.278,0.0,62.061,None,5.914,"{0, 1, 8}","{0, 1, 8}",{1},1.0,1.0,"{0, 1, 8},{0, 1, 15},{0, 15},{0, 15},{0, 1, 12}","{0, 1, 8},{0, 1, 15},{0, 15},{1},{0, 15}","{1},{1},{1},{1},{1}",0.765,0.75,"{0, 1, 8},{0, 1, 15},{0, 15},{0, 15},{0, 1, 12},{3},{8, 3, 13, 14},{1},{0, 14, 15},{0, 16, 14}","{0, 1, 8},{0, 1, 15},{0, 15},{1},{0, 15},{11, 2, 3},{3},{0, 14, 15},{3},{0, 1, 12}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.545,0.583,"{0, 1, 8},{0, 1, 15},{0, 15},{0, 15},{0, 1, 12},{3},{8, 3, 13, 14},{1},{0, 14, 15},{0, 16, 14},{0, 1, 14, 15},{0, 16, 3, 14},{0, 1, 15},{3},{8, 1, 2, 3},{3},{1, 3},{11, 2, 3},{2, 3},{0, 1, 14, 15}","{0, 1, 8},{0, 1, 15},{0, 15},{1},{0, 15},{11, 2, 3},{3},{0, 14, 15},{3},{0, 1, 12},{8, 3, 13, 14},{0, 16, 3, 14},{3},{0, 1, 14, 15},{0, 16, 14},{8, 1, 2, 3},{9, 5, 15},{0, 1, 14, 15},{0, 1, 15},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.569,0.534,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
