i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,split,status,score,source,aligned,alignment,cost,gt,aligned_gt,dataset_time,align_time,automata_learning_time,aligned_gt@1,gt@1,preds_gt@1,score@1,aligned_gt@5,gt@5,preds_gt@5,score@5,aligned_gt@10,gt@10,preds_gt@10,score@10,aligned_gt@20,gt@20,preds_gt@20,score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
389,genetic,None,"231,157,857,240,639,175,360,23,670,58,472,334,276,113,497,943,434,35,624,103,33,6,330,889,694,630,274,551,691,289,255,241,539,741,192,261,883,1017,72,100,126,437,419,217,348,135,95,102,726,162","231,157,857,240,639,175,360,23,670,58,472,334,276,113,497,943,434,35,624,103,33,6,330,889,694,630,274,551,691,289,255,241,539,741,192,261,883,1017,72,100,126,437,419,217,348,1385,95,102,726,162",None,1,None,None,108.233,None,None,None,None,162,572,None,0,None,"162,113,54,572,101","572,424,35,368,162",None,0.111,None,"162,113,54,572,101,218,348,248,312,35","572,424,35,368,162,330,248,113,54,694",None,0.142,None,"162,113,54,572,101,218,348,248,312,35,409,368,102,257,157,192,103,146,240,33","572,424,35,368,162,330,248,113,54,694,289,670,274,180,658,218,101,432,497,255",None,0.104,None,"(None, 10, 0)",None,None,"231,157,857,240,639,175,360,23,670,58,472,334,276,113,497,943,434,35,624,103,33,6,330,889,694,630,274,551,691,289,255,241,539,741,192,261,883,1017,72,100,126,437,419,217,348,135,95,102,726,162","231,157,857,240,639,175,360,23,670,58,472,334,276,113,497,943,434,35,624,103,33,6,330,889,694,630,274,551,691,289,255,241,539,741,192,261,883,1017,72,100,126,437,419,217,348,135,95,102,726,51","sync_231,sync_157,sync_857,sync_240,sync_639,sync_175,sync_360,sync_23,sync_670,sync_58,sync_472,sync_334,sync_276,sync_113,sync_497,sync_943,sync_434,sync_35,sync_624,sync_103,sync_33,sync_6,sync_330,sync_889,sync_694,sync_630,sync_274,sync_551,sync_691,sync_289,sync_255,sync_241,sync_539,sync_741,sync_192,sync_261,sync_883,sync_1017,sync_72,sync_100,sync_126,sync_437,sync_419,sync_217,sync_348,sync_135,sync_95,sync_102,sync_726,add_51,del_162",1,None,None,None,72.728,None,248,572,None,0,"248,572,330,51,54","572,424,35,368,162",None,0.17,"248,572,330,51,54,432,255,221,192,180","572,424,35,368,162,330,248,113,54,694",None,0.153,"248,572,330,51,54,432,255,221,192,180,694,30,308,222,658,493,167,480,58,434","572,424,35,368,162,330,248,113,54,694,289,670,274,180,658,218,101,432,497,255",None,0.167,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
390,genetic,None,"502,74,26,856,366,1037,288,447,141,197,648,645,356,657,234,299,365,125,393,152,205,268,78,615,428,404,159,11,873,104,383,179,677,1115,837,524,13,810,553,972,1103,307,526,446,323,247,532,556,894,102","502,74,26,856,366,1037,288,447,141,197,648,645,357,657,234,299,365,125,393,152,205,268,78,615,428,404,159,11,873,104,383,179,677,1115,837,524,13,810,553,972,1103,307,526,446,323,247,532,556,894,102",None,1,None,None,112.618,None,None,None,None,230,102,None,0,None,"230,102,157,103,217","102,230,157,217,103",None,0.585,None,"230,102,157,103,217,162,409,23,257,278","102,230,157,217,103,162,409,278,257,23",None,0.642,None,"230,102,157,103,217,162,409,23,257,278,218,312,175,357,400,201,352,240,630,360","102,230,157,217,103,162,409,278,257,23,175,218,312,357,201,400,352,240,630,360",None,0.669,None,"(None, 10, 0)",None,None,"502,74,26,856,366,1037,288,447,141,197,648,645,356,657,234,299,365,125,393,152,205,268,78,615,428,404,159,11,873,104,383,179,677,1115,837,524,13,810,553,972,1103,307,526,446,323,247,532,556,894,102","502,74,26,856,366,1037,288,447,141,197,648,645,356,657,234,299,365,125,393,152,205,268,78,615,428,404,159,11,873,104,383,179,677,1115,837,524,13,810,553,972,1103,307,526,446,323,247,532,556,894,102","sync_502,sync_74,sync_26,sync_856,sync_366,sync_1037,sync_288,sync_447,sync_141,sync_197,sync_648,sync_645,sync_356,sync_657,sync_234,sync_299,sync_365,sync_125,sync_393,sync_152,sync_205,sync_268,sync_78,sync_615,sync_428,sync_404,sync_159,sync_11,sync_873,sync_104,sync_383,sync_179,sync_677,sync_1115,sync_837,sync_524,sync_13,sync_810,sync_553,sync_972,sync_1103,sync_307,sync_526,sync_446,sync_323,sync_247,sync_532,sync_556,sync_894,sync_102",0,None,None,None,16.411,None,102,102,None,1,"102,230,157,217,103","102,230,157,217,103",None,1.0,"102,230,157,217,103,162,409,278,257,23","102,230,157,217,103,162,409,278,257,23",None,1.0,"102,230,157,217,103,162,409,278,257,23,175,218,312,357,201,400,352,240,630,360","102,230,157,217,103,162,409,278,257,23,175,218,312,357,201,400,352,240,630,360",None,1.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
391,genetic,None,"15,220,622,147,438,427,995,721,372,852,905,108,132,697,444,1105,468,177,465,837,511,302,322,27,110,439,291,8,274,119,57,1165,303,515,763,907,1207,824,635,70,573,847,517,658,33,570,1444,247,61,299","15,220,622,147,438,427,995,721,372,852,905,108,132,697,444,1105,468,177,465,837,511,302,322,27,110,439,291,8,274,119,57,1165,303,515,763,907,1207,824,635,70,573,847,517,658,33,570,1444,247,61,1219",None,1,None,None,107.185,None,None,None,None,656,299,None,0,None,"656,1087,89,943,833","299,137,205,453,365",None,0.0,None,"656,1087,89,943,833,144,817,478,169,222","299,137,205,453,365,648,404,98,1068,925",None,0.0,None,"656,1087,89,943,833,144,817,478,169,222,545,693,135,1219,618,886,389,114,143,635","299,137,205,453,365,648,404,98,1068,925,141,78,770,1198,537,578,61,197,553,25",None,0.0,None,"(None, 10, 0)",None,None,"15,220,622,147,438,427,995,721,372,852,905,108,132,697,444,1105,468,177,465,837,511,302,322,27,110,439,291,8,274,119,57,1165,303,515,763,907,1207,824,635,70,573,847,517,658,33,570,1444,247,61,299","15,220,622,147,438,427,995,721,372,852,905,108,132,697,444,1105,468,177,465,837,511,302,322,27,110,439,291,8,274,119,57,1165,303,515,763,907,1207,824,635,70,573,847,517,658,33,570,1444,247,61,299","sync_15,sync_220,sync_622,sync_147,sync_438,sync_427,sync_995,sync_721,sync_372,sync_852,sync_905,sync_108,sync_132,sync_697,sync_444,sync_1105,sync_468,sync_177,sync_465,sync_837,sync_511,sync_302,sync_322,sync_27,sync_110,sync_439,sync_291,sync_8,sync_274,sync_119,sync_57,sync_1165,sync_303,sync_515,sync_763,sync_907,sync_1207,sync_824,sync_635,sync_70,sync_573,sync_847,sync_517,sync_658,sync_33,sync_570,sync_1444,sync_247,sync_61,sync_299",0,None,None,None,32.488,None,299,299,None,1,"299,137,205,453,365","299,137,205,453,365",None,1.0,"299,137,205,453,365,648,404,98,1068,925","299,137,205,453,365,648,404,98,1068,925",None,1.0,"299,137,205,453,365,648,404,98,1068,925,141,78,770,1198,537,578,61,197,553,25","299,137,205,453,365,648,404,98,1068,925,141,78,770,1198,537,578,61,197,553,25",None,1.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
392,genetic,None,"545,202,486,978,547,959,282,48,735,372,245,365,535,519,204,470,7,87,102,319,501,84,655,419,300,424,395,243,91,601,58,476,1017,391,466,1180,541,988,914,212,694,327,443,40,488,473,817,783,1010,122","545,202,486,978,547,959,282,48,735,372,245,365,535,519,204,470,7,87,102,319,501,84,655,419,300,424,395,243,91,601,58,476,1017,391,466,1180,541,988,914,212,694,327,443,40,488,473,817,783,1010,221",None,1,None,None,114.919,None,None,None,None,29,1017,None,0,None,"29,350,510,473,221","1017,122,228,258,541",None,0.0,None,"29,350,510,473,221,161,474,151,1077,647","1017,122,228,258,541,65,473,367,424,165",None,0.018,None,"29,350,510,473,221,161,474,151,1077,647,1017,424,670,65,114,346,155,48,406,466","1017,122,228,258,541,65,473,367,424,165,10,47,292,180,735,553,48,18,466,439",None,0.075,None,"(None, 10, 0)",None,None,"545,202,486,978,547,959,282,48,735,372,245,365,535,519,204,470,7,87,102,319,501,84,655,419,300,424,395,243,91,601,58,476,1017,391,466,1180,541,988,914,212,694,327,443,40,488,473,817,783,1010,122","545,202,486,978,547,959,282,48,735,372,245,365,535,519,204,470,7,87,102,319,501,84,655,419,300,424,395,243,91,601,58,476,1017,391,466,1180,541,988,914,212,694,327,443,40,488,473,817,783,1010,1532","sync_545,sync_202,sync_486,sync_978,sync_547,sync_959,sync_282,sync_48,sync_735,sync_372,sync_245,sync_365,sync_535,sync_519,sync_204,sync_470,sync_7,sync_87,sync_102,sync_319,sync_501,sync_84,sync_655,sync_419,sync_300,sync_424,sync_395,sync_243,sync_91,sync_601,sync_58,sync_476,sync_1017,sync_391,sync_466,sync_1180,sync_541,sync_988,sync_914,sync_212,sync_694,sync_327,sync_443,sync_40,sync_488,sync_473,sync_817,sync_783,sync_1010,add_1532,del_122",1,None,None,None,68.682,None,212,1017,None,0,"212,319,466,155,30","1017,122,228,258,541",None,0.0,"212,319,466,155,30,521,736,121,136,473","1017,122,228,258,541,65,473,367,424,165",None,0.018,"212,319,466,155,30,521,736,121,136,473,32,457,474,548,119,67,888,321,57,541","1017,122,228,258,541,65,473,367,424,165,10,47,292,180,735,553,48,18,466,439",None,0.017,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
393,genetic,None,"404,614,13,53,11,306,658,141,190,178,137,96,217,405,653,358,121,388,24,351,1160,30,23,343,32,192,486,103","404,614,13,53,11,306,658,141,190,178,137,96,217,405,653,358,121,388,24,351,1160,30,23,343,32,192,486,137",None,1,None,None,101.814,None,None,None,None,404,218,None,0,None,"404,365,53,218,162","218,103,162,175,201",None,0.141,None,"404,365,53,218,162,137,175,96,358,190","218,103,162,175,201,241,113,157,180,58",None,0.115,None,"404,365,53,218,162,137,175,96,358,190,98,141,102,453,25,69,24,104,268,409","218,103,162,175,201,241,113,157,180,58,409,255,472,32,102,222,630,101,322,257",None,0.09,None,"(None, 10, 0)",None,None,"404,614,13,53,11,306,658,141,190,178,137,96,217,405,653,358,121,388,24,351,1160,30,23,343,32,192,486,103","404,614,13,53,11,306,658,141,190,178,137,96,217,405,653,358,121,388,24,351,1160,30,23,343,32,192,486,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_404,sync_614,sync_13,sync_53,sync_11,sync_306,sync_658,sync_141,sync_190,sync_178,sync_137,sync_96,sync_217,sync_405,sync_653,sync_358,sync_121,sync_388,sync_24,sync_351,sync_1160,sync_30,sync_23,sync_343,sync_32,sync_192,sync_486,add_1,del_103",1,None,None,None,106.76,None,290,218,None,0,"290,190,61,13,50","218,103,162,175,201",None,0.0,"290,190,61,13,50,358,404,32,158,96","218,103,162,175,201,241,113,157,180,58",None,0.0,"290,190,61,13,50,358,404,32,158,96,365,25,53,1,696,106,257,176,240,217","218,103,162,175,201,241,113,157,180,58,409,255,472,32,102,222,630,101,322,257",None,0.013,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
394,genetic,None,"61,158,96,861,252,270,41,956,49,269,176,1258,145,53,372,11,356,13,1077,614,601,25,104,50,78,566,210,121,70,306,401,74,578,531,141,358,696,863,125,365,648,936","61,158,96,861,252,270,41,956,49,269,176,1258,145,53,372,11,356,13,1077,614,601,25,104,50,78,566,210,121,70,306,401,74,578,531,141,358,696,863,125,365,648,96",None,1,None,None,103.371,None,None,None,None,279,84,None,0,None,"279,104,121,26,205","84,648,553,303,404",None,0.0,None,"279,104,121,26,205,407,84,404,553,69","84,648,553,303,404,137,141,26,121,104",None,0.099,None,"279,104,121,26,205,407,84,404,553,69,141,648,414,614,365,13,137,453,303,383","84,648,553,303,404,137,141,26,121,104,365,341,69,88,453,87,125,863,407,205",None,0.12,None,"(None, 10, 0)",None,None,"61,158,96,861,252,270,41,956,49,269,176,1258,145,53,372,11,356,13,1077,614,601,25,104,50,78,566,210,121,70,306,401,74,578,531,141,358,696,863,125,365,648,936","61,158,96,861,252,270,41,956,49,269,176,1258,145,53,372,11,356,13,1077,614,601,25,104,50,78,566,210,121,70,306,401,74,578,531,141,358,696,863,125,365,648,1,-1,-1,-1,-1,-1,-1,-1,-1","sync_61,sync_158,sync_96,sync_861,sync_252,sync_270,sync_41,sync_956,sync_49,sync_269,sync_176,sync_1258,sync_145,sync_53,sync_372,sync_11,sync_356,sync_13,sync_1077,sync_614,sync_601,sync_25,sync_104,sync_50,sync_78,sync_566,sync_210,sync_121,sync_70,sync_306,sync_401,sync_74,sync_578,sync_531,sync_141,sync_358,sync_696,sync_863,sync_125,sync_365,sync_648,add_1,del_936",1,None,None,None,70.939,None,84,84,None,1,"84,553,453,404,78","84,648,553,303,404",None,0.49,"84,553,453,404,78,13,121,447,365,18","84,648,553,303,404,137,141,26,121,104",None,0.34,"84,553,453,404,78,13,121,447,365,18,648,25,137,26,50,24,141,407,303,205","84,648,553,303,404,137,141,26,121,104,365,341,69,88,453,87,125,863,407,205",None,0.314,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
395,genetic,None,"156,213,350,592,83,514,890,114,34,560,747,212,155,418,19,294,76,315,684,529,842,339,1348,611,647,14,397,544,359,706,297,974,204,670,1149,173,457,522,1307,999,438,1366,169,1268,646,821,1110,154,720,105","156,213,350,592,83,514,890,114,34,560,747,212,155,418,19,294,76,315,684,529,842,339,1348,611,647,14,397,544,359,706,297,974,204,670,1149,173,457,522,1307,999,438,1366,169,1268,646,821,1110,154,670,105",None,1,None,None,108.883,None,None,None,None,961,105,None,0,None,"961,105,41,405,340","105,961,41,891,49",None,0.446,None,"961,105,41,405,340,99,492,49,140,281","105,961,41,891,49,423,340,281,5,1168",None,0.358,None,"961,105,41,405,340,99,492,49,140,281,609,158,720,270,73,347,891,752,653,86","105,961,41,891,49,423,340,281,5,1168,492,720,99,347,405,1117,270,116,752,131",None,0.307,None,"(None, 10, 0)",None,None,"156,213,350,592,83,514,890,114,34,560,747,212,155,418,19,294,76,315,684,529,842,339,1348,611,647,14,397,544,359,706,297,974,204,670,1149,173,457,522,1307,999,438,1366,169,1268,646,821,1110,154,720,105","156,213,350,592,83,514,890,114,34,560,747,212,155,418,19,294,76,315,684,529,842,339,1348,611,647,14,397,544,359,706,297,974,204,670,1149,173,457,522,1307,999,438,1366,169,1268,646,821,1110,154,720,1","sync_156,sync_213,sync_350,sync_592,sync_83,sync_514,sync_890,sync_114,sync_34,sync_560,sync_747,sync_212,sync_155,sync_418,sync_19,sync_294,sync_76,sync_315,sync_684,sync_529,sync_842,sync_339,sync_1348,sync_611,sync_647,sync_14,sync_397,sync_544,sync_359,sync_706,sync_297,sync_974,sync_204,sync_670,sync_1149,sync_173,sync_457,sync_522,sync_1307,sync_999,sync_438,sync_1366,sync_169,sync_1268,sync_646,sync_821,sync_1110,sync_154,sync_720,add_1,del_105",1,None,None,None,89.541,None,720,105,None,0,"720,326,131,105,140","105,961,41,891,49",None,0.085,"720,326,131,105,140,270,290,158,281,1","105,961,41,891,49,423,340,281,5,1168",None,0.09,"720,326,131,105,140,270,290,158,281,1,61,96,891,447,99,405,13,316,752,41","105,961,41,891,49,423,340,281,5,1168,492,720,99,347,405,1117,270,116,752,131",None,0.139,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
396,genetic,None,"222,365,346,7,782,832,315,532,212,83,448,26,199,1277,727,819,426,107,376,195,436,337,85,156,616,369,818,174,11,574,13,18,24,34,292,1014,166,705,345,197,98,137,108,1037,526,351,1120,468,556,168","222,365,346,7,782,832,315,532,212,83,448,26,199,1277,727,819,426,107,376,195,436,337,85,156,616,369,818,174,11,574,13,18,24,34,292,1014,166,705,345,197,98,137,108,1037,526,351,1120,468,556,678",None,1,None,None,108.293,None,None,None,None,705,556,None,0,None,"705,255,456,1078,1191","556,511,847,800,705",None,0.026,None,"705,255,456,1078,1191,333,468,475,678,1050","556,511,847,800,705,168,675,657,769,337",None,0.017,None,"705,255,456,1078,1191,333,468,475,678,1050,389,316,412,436,268,204,1129,292,218,432","556,511,847,800,705,168,675,657,769,337,469,307,468,371,517,1111,465,333,191,873",None,0.019,None,"(None, 10, 0)",None,None,"222,365,346,7,782,832,315,532,212,83,448,26,199,1277,727,819,426,107,376,195,436,337,85,156,616,369,818,174,11,574,13,18,24,34,292,1014,166,705,345,197,98,137,108,1037,526,351,1120,468,556,168","222,365,346,7,782,832,315,532,212,83,448,26,199,1277,727,819,426,107,376,195,436,337,85,156,616,369,818,174,11,574,13,18,24,34,292,1014,166,705,345,197,98,137,108,1037,526,351,1120,468,556,47","sync_222,sync_365,sync_346,sync_7,sync_782,sync_832,sync_315,sync_532,sync_212,sync_83,sync_448,sync_26,sync_199,sync_1277,sync_727,sync_819,sync_426,sync_107,sync_376,sync_195,sync_436,sync_337,sync_85,sync_156,sync_616,sync_369,sync_818,sync_174,sync_11,sync_574,sync_13,sync_18,sync_24,sync_34,sync_292,sync_1014,sync_166,sync_705,sync_345,sync_197,sync_98,sync_137,sync_108,sync_1037,sync_526,sync_351,sync_1120,sync_468,sync_556,add_47,del_168",1,None,None,None,58.144,None,511,556,None,0,"511,71,573,1217,1055","556,511,847,800,705",None,0.107,"511,71,573,1217,1055,47,9,417,529,760","556,511,847,800,705,168,675,657,769,337",None,0.069,"511,71,573,1217,1055,47,9,417,529,760,160,197,351,557,148,316,180,414,657,632","556,511,847,800,705,168,675,657,769,337,469,307,468,371,517,1111,465,333,191,873",None,0.049,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
397,genetic,None,"51,1091,138,284,89,63,273,343,599,183,119,115,179,355,87,94,1029,443,232,375,180,1143,233,670,965,920,974,9,863,294,312,457,526,219,514,505,189,161,696,196,647,436,386,1129,407,137,539,875,75,878","51,1091,138,284,89,63,273,343,599,183,119,115,179,355,87,94,1029,443,232,375,180,1133,233,670,965,920,974,9,863,294,312,457,526,219,514,505,189,161,696,196,647,436,386,1129,407,137,539,875,75,878",None,1,None,None,113.262,None,None,None,None,422,878,None,0,None,"422,878,395,574,514","878,375,395,574,514",None,0.616,None,"422,878,395,574,514,532,727,375,297,436","878,375,395,574,514,422,532,727,436,315",None,0.537,None,"422,878,395,574,514,532,727,375,297,436,315,414,788,143,75,15,407,182,699,104","878,375,395,574,514,422,532,727,436,315,297,414,407,13,15,104,788,143,341,9",None,0.465,None,"(None, 10, 0)",None,None,"51,1091,138,284,89,63,273,343,599,183,119,115,179,355,87,94,1029,443,232,375,180,1143,233,670,965,920,974,9,863,294,312,457,526,219,514,505,189,161,696,196,647,436,386,1129,407,137,539,875,75,878","51,1091,138,284,89,63,273,343,599,183,119,115,179,355,87,94,1029,443,232,375,180,1143,233,670,965,920,974,9,863,294,312,457,526,219,514,505,189,161,696,196,647,436,386,1129,407,137,539,875,75,878","sync_51,sync_1091,sync_138,sync_284,sync_89,sync_63,sync_273,sync_343,sync_599,sync_183,sync_119,sync_115,sync_179,sync_355,sync_87,sync_94,sync_1029,sync_443,sync_232,sync_375,sync_180,sync_1143,sync_233,sync_670,sync_965,sync_920,sync_974,sync_9,sync_863,sync_294,sync_312,sync_457,sync_526,sync_219,sync_514,sync_505,sync_189,sync_161,sync_696,sync_196,sync_647,sync_436,sync_386,sync_1129,sync_407,sync_137,sync_539,sync_875,sync_75,sync_878",0,None,None,None,22.752,None,878,878,None,1,"878,375,395,574,514","878,375,395,574,514",None,1.0,"878,375,395,574,514,422,532,727,436,315","878,375,395,574,514,422,532,727,436,315",None,1.0,"878,375,395,574,514,422,532,727,436,315,297,414,407,13,15,104,788,143,341,9","878,375,395,574,514,422,532,727,436,315,297,414,407,13,15,104,788,143,341,9",None,1.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
398,genetic,None,"421,52,332,649,31,190,11,351,1183,707,243,312,391,224,586,358,653,154,922,253,951,492,961,595,1146,347,571,214,639,768,236,436,270,372,390,572,103,298,140,714,274,72,105,1344,44,864,5,116,458,61","421,52,332,649,31,190,11,351,1183,707,243,312,391,224,586,358,653,154,922,253,951,492,961,595,1146,347,571,214,639,768,236,436,270,372,390,572,103,298,140,714,274,72,105,1344,44,864,5,116,458,617",None,1,None,None,109.824,None,None,None,None,631,185,None,0,None,"631,357,555,1057,167","185,752,5,262,270",None,0.0,None,"631,357,555,1057,167,361,217,82,843,241","185,752,5,262,270,882,951,140,105,86",None,0.0,None,"631,357,555,1057,167,361,217,82,843,241,276,128,94,261,332,564,312,192,630,31","185,752,5,262,270,882,951,140,105,86,281,498,586,961,840,256,891,512,405,610",None,0.0,None,"(None, 10, 0)",None,None,"421,52,332,649,31,190,11,351,1183,707,243,312,391,224,586,358,653,154,922,253,951,492,961,595,1146,347,571,214,639,768,236,436,270,372,390,572,103,298,140,714,274,72,105,1344,44,864,5,116,458,61","421,52,332,649,31,190,11,351,1183,707,243,312,391,224,586,358,653,154,922,253,951,492,961,595,1146,347,571,214,639,768,236,436,270,372,390,572,103,298,140,714,274,72,105,1344,44,864,5,116,458,93","sync_421,sync_52,sync_332,sync_649,sync_31,sync_190,sync_11,sync_351,sync_1183,sync_707,sync_243,sync_312,sync_391,sync_224,sync_586,sync_358,sync_653,sync_154,sync_922,sync_253,sync_951,sync_492,sync_961,sync_595,sync_1146,sync_347,sync_571,sync_214,sync_639,sync_768,sync_236,sync_436,sync_270,sync_372,sync_390,sync_572,sync_103,sync_298,sync_140,sync_714,sync_274,sync_72,sync_105,sync_1344,sync_44,sync_864,sync_5,sync_116,sync_458,add_93,del_61",1,None,None,None,63.388,None,342,185,None,0,"342,242,347,79,840","185,752,5,262,270",None,0.0,"342,242,347,79,840,1146,963,93,809,892","185,752,5,262,270,882,951,140,105,86",None,0.0,"342,242,347,79,840,1146,963,93,809,892,31,6,661,261,1080,670,270,178,555,74","185,752,5,262,270,882,951,140,105,86,281,498,586,961,840,256,891,512,405,610",None,0.007,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
399,genetic,None,"26,657,1173,247,177,687,166,515,775,894,108,190,1310,279,512,614,306,1162,707,96,1195,61,550,718,835,1133,1180,12,383,434,1190,753,9,103,113,131,178,485,281,953,158,945,340,815,1024,99,586,377,852,1230","26,657,1173,247,177,687,166,515,775,894,108,190,1310,279,512,614,306,1162,707,96,1195,61,550,718,835,1133,1180,12,383,434,1190,753,9,103,113,131,718,485,281,953,158,945,340,815,1024,99,586,377,852,1230",None,1,None,None,107.344,None,None,None,None,492,86,None,0,None,"492,86,361,996,852","86,361,492,852,996",None,0.472,None,"492,86,361,996,852,682,595,1258,340,1024","86,361,492,852,996,682,340,595,1024,1258",None,0.498,None,"492,86,361,996,852,682,595,1258,340,1024,336,188,158,1230,1059,252,145,986,716,815","86,361,492,852,996,682,340,595,1024,1258,336,188,158,1230,252,1059,145,716,986,815",None,0.608,None,"(None, 10, 0)",None,None,"26,657,1173,247,177,687,166,515,775,894,108,190,1310,279,512,614,306,1162,707,96,1195,61,550,718,835,1133,1180,12,383,434,1190,753,9,103,113,131,178,485,281,953,158,945,340,815,1024,99,586,377,852,1230","26,657,1173,247,177,687,166,515,775,894,108,190,1310,279,512,614,306,1162,707,96,1195,61,550,718,835,1133,1180,12,383,434,1190,753,9,103,113,131,178,485,281,953,158,945,340,815,1024,99,586,377,852,1","sync_26,sync_657,sync_1173,sync_247,sync_177,sync_687,sync_166,sync_515,sync_775,sync_894,sync_108,sync_190,sync_1310,sync_279,sync_512,sync_614,sync_306,sync_1162,sync_707,sync_96,sync_1195,sync_61,sync_550,sync_718,sync_835,sync_1133,sync_1180,sync_12,sync_383,sync_434,sync_1190,sync_753,sync_9,sync_103,sync_113,sync_131,sync_178,sync_485,sync_281,sync_953,sync_158,sync_945,sync_340,sync_815,sync_1024,sync_99,sync_586,sync_377,sync_852,add_1,del_1230",1,None,None,None,78.511,None,326,86,None,0,"326,131,720,281,270","86,361,492,852,996",None,0.0,"326,131,720,281,270,631,140,290,653,960","86,361,492,852,996,682,340,595,1024,1258",None,0.0,"326,131,720,281,270,631,140,290,653,960,158,105,86,116,99,951,891,1,269,1018","86,361,492,852,996,682,340,595,1024,1258,336,188,158,1230,252,1059,145,716,986,815",None,0.023,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
