i,gen_target_y@1,pop_size,generations,jaccard_threshold,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,timestamp
177,{1},2048,10,0.5,targeted,nan,"1060,796,187,300,101,1023,1073,1048,724,175,50,1288,58,582,534,231,186,1017,316,138,360,674,68,35,1002,885,751,22,301,217,67,623,695,356,754,119,157,612,385,362,6,259,1091,568,730,780,990,909,940,768","1060,796,187,300,101,1023,1073,1048,724,175,50,1288,58,582,534,239,186,1017,316,138,360,674,68,35,1002,885,751,22,301,217,67,623,695,356,754,119,157,612,385,362,6,259,1091,568,730,780,990,909,940,768",nan,1.0,nan,nan,21.744,89.014,75.049,2.507,2.43,"{0, 1}","{0, 1}",1.0,1.0,"{0, 1},{3, 7},{3},{9, 12, 5},{11, 1, 3, 7}","{0, 1},{3, 7},{3},{9, 12, 5},{14}","{1},{1},{1},{1},{1}",0.537,0.766,"{0, 1},{3, 7},{3},{9, 12, 5},{11, 1, 3, 7},{16, 3},{14},{16, 7},{3},{12}","{0, 1},{3, 7},{3},{9, 12, 5},{14},{16, 7},{11, 1, 3, 7},{16, 3},{3},{12}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.4,0.708,"{0, 1},{3, 7},{3},{9, 12, 5},{11, 1, 3, 7},{16, 3},{14},{16, 7},{3},{12},{3},{1},{7},{3, 13, 7},{11},{15},{0, 7, 12, 13, 15},{16, 13, 7},{7},{9, 12, 15}","{0, 1},{3, 7},{3},{9, 12, 5},{14},{16, 7},{11, 1, 3, 7},{16, 3},{3},{12},{1},{3},{7},{3, 13, 7},{7},{16, 13},{16, 13, 7},{11},{15},{9, 12, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.277,0.66,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Mon, 06 Jan 2025 15:27:06"
160,{1},2048,10,0.5,targeted,nan,"106,259,322,368,109,97,489,308,338,289,551,94,35,89,48,735,600,593,50,248,222,363,366,298,32,497,139,37,809,257,463,400,661,95,312,142,402,250,355,7,138,235,268,110,76,96,390,217,205,151","106,259,322,368,109,97,489,308,338,289,551,94,35,89,48,735,600,593,50,248,222,363,366,298,32,497,139,37,809,257,463,400,661,95,312,142,402,250,355,7,138,235,268,110,76,96,390,551,205,151",nan,1.0,nan,nan,22.043,98.486,75.537,3.595,5.08,"{1, 3}","{14, 7}",1.0,0.0,"{1, 3},{3},{14, 7},{7},{3}","{14, 7},{0, 10},{1, 3},{10},{7}","{1},{1},{1},{1},{1}",0.45,0.0,"{1, 3},{3},{14, 7},{7},{3},{2, 3},{0, 10},{11, 3, 7},{3, 14},{7}","{14, 7},{0, 10},{1, 3},{10},{7},{7},{7},{15, 5, 7},{15, 7},{6}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.261,0.114,"{1, 3},{3},{14, 7},{7},{3},{2, 3},{0, 10},{11, 3, 7},{3, 14},{7},{3, 13},{3},{3, 7},{6},{10},{3, 7},{3},{3},{3},{13, 7}","{14, 7},{0, 10},{1, 3},{10},{7},{7},{7},{15, 5, 7},{15, 7},{6},{3},{2, 3},{1, 14},{3, 7},{3},{0, 1, 10, 3},{11, 3, 7},{10},{5, 15},{2, 3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.179,0.277,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Mon, 06 Jan 2025 15:27:06"
175,{1},2048,10,0.5,targeted,nan,"1055,1119,213,16,599,939,3,1228,1020,81,938,364,835,858,528,384,359,962,38,647,527,1090,1149,1384,209,163,373,712,1366,311,1227,1022,1153,1158,515,744,946,309,1383,228,814,561,454,976,657,446,465,801,1541,925","1055,1119,213,16,599,939,3,1228,1020,81,938,364,835,858,528,384,359,962,38,647,527,1090,1149,1384,209,163,373,712,1366,311,1227,1022,1153,1158,515,744,946,309,1383,228,814,561,454,976,657,446,465,801,1351,925",nan,1.0,nan,nan,21.192,98.486,79.004,2.415,4.639,"{1, 3}",{3},1.0,1.0,"{1, 3},{15, 5, 7},{7},{0, 3},{16, 13}","{3},{3, 7},{0},{7},{15, 7}","{1},{1},{1},{1},{1}",0.332,0.646,"{1, 3},{15, 5, 7},{7},{0, 3},{16, 13},{17, 7},{3},{3},{11, 2, 3},{11, 3, 13}","{3},{3, 7},{0},{7},{15, 7},{3},{0, 1, 15},{15},{0, 16, 7},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.218,0.396,"{1, 3},{15, 5, 7},{7},{0, 3},{16, 13},{17, 7},{3},{3},{11, 2, 3},{11, 3, 13},{10},{13, 7},{3},{7},{15, 5, 7},{3},{7},{10},{7},{13}","{3},{3, 7},{0},{7},{15, 7},{3},{0, 1, 15},{15},{0, 16, 7},{7},{13, 7},{0, 3},{3},{3},{0, 1, 15},{15},{3, 7},{3},{0},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.161,0.396,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Mon, 06 Jan 2025 15:27:06"
37,{1},4096,10,0.7,targeted,nan,"104,417,199,365,268,78,281,805,2,214,961,944,488,270,595,207,105,879,1196,45,32,114,362,30,143,374,395,291,315,76,887,62,212,693,339,438,679,422,514,618,528,169,729,778,124,1087,884,893,1074,382","104,417,199,365,268,78,281,805,2,214,961,944,488,270,595,207,105,879,1196,45,32,114,362,30,143,374,395,291,315,76,887,62,212,693,339,438,679,422,514,618,528,169,729,778,124,1087,884,893,1074,800",nan,1.0,nan,nan,43.077,98.926,90.332,2.767,3.095,"{0, 1, 12, 14}",{10},1.0,0.0,"{0, 1, 12, 14},{10},{10, 3},{0, 10, 14},{10}","{10},{0, 10, 14},{10},{10},{10, 7}","{1},{1},{1},{1},{1}",0.547,0.553,"{0, 1, 12, 14},{10},{10, 3},{0, 10, 14},{10},{10},{3},{10},{10, 15},{2, 3}","{10},{0, 10, 14},{10},{10},{10, 7},{0, 1, 12, 14},{10},{0, 14, 15},{10},{10}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.421,0.433,"{0, 1, 12, 14},{10},{10, 3},{0, 10, 14},{10},{10},{3},{10},{10, 15},{2, 3},{10, 15},{10},{10, 3},{10, 14},{10, 15},{3, 14},{10},{3},{0, 10},{0, 10, 14, 15}","{10},{0, 10, 14},{10},{10},{10, 7},{0, 1, 12, 14},{10},{0, 14, 15},{10},{10},{10, 15},{10},{10},{10, 7},{10, 3},{10, 14},{10, 3},{10, 13},{10, 15},{0, 10}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.282,0.57,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 02:16:38"
37,{1},2048,10,0.5,targeted,nan,"104,417,199,365,268,78,281,805,2,214,961,944,488,270,595,207,105,879,1196,45,32,114,362,30,143,374,395,291,315,76,887,62,212,693,339,438,679,422,514,618,528,169,729,778,124,1087,884,893,1074,382","104,417,199,365,268,78,281,805,2,214,961,944,488,270,595,207,105,879,1196,45,32,114,362,30,143,374,395,291,315,76,887,62,212,693,339,438,679,422,514,618,528,169,729,778,124,1087,884,893,1074,778",nan,1.0,nan,nan,25.564,99.414,91.797,2.617,2.962,"{0, 1, 12, 14}",{10},1.0,0.0,"{0, 1, 12, 14},{10},{10, 15},{10, 15},{10}","{10},{0, 10, 14},{10},{10},{10, 7}","{1},{1},{1},{1},{1}",0.581,0.531,"{0, 1, 12, 14},{10},{10, 15},{10, 15},{10},{0, 10, 14},{10},{10},{10, 7},{10}","{10},{0, 10, 14},{10},{10},{10, 7},{0, 1, 12, 14},{10},{0, 14, 15},{10},{10}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.422,0.592,"{0, 1, 12, 14},{10},{10, 15},{10, 15},{10},{0, 10, 14},{10},{10},{10, 7},{10},{10, 3},{10},{10, 7},{10},{10},{10, 14},{0, 14, 15},{10},{0, 10},{10, 14, 15}","{10},{0, 10, 14},{10},{10},{10, 7},{0, 1, 12, 14},{10},{0, 14, 15},{10},{10},{10, 15},{10},{10},{10, 7},{10, 3},{10, 14},{10, 3},{10, 13},{10, 15},{0, 10}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.287,0.673,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Mon, 06 Jan 2025 14:00:45"
37,{1},2048,10,0.7,targeted,nan,"104,417,199,365,268,78,281,805,2,214,961,944,488,270,595,207,105,879,1196,45,32,114,362,30,143,374,395,291,315,76,887,62,212,693,339,438,679,422,514,618,528,169,729,778,124,1087,884,893,1074,382","104,417,199,365,268,78,281,805,2,214,961,944,488,270,595,207,105,879,1196,45,32,114,362,30,143,374,395,291,315,76,887,62,212,693,339,438,679,422,514,618,528,169,729,778,124,1087,884,893,1074,778",nan,1.0,nan,nan,21.016,99.414,91.797,2.617,2.962,"{0, 1, 12, 14}",{10},1.0,0.0,"{0, 1, 12, 14},{10},{10, 15},{10, 15},{10}","{10},{0, 10, 14},{10},{10},{10, 7}","{1},{1},{1},{1},{1}",0.581,0.531,"{0, 1, 12, 14},{10},{10, 15},{10, 15},{10},{0, 10, 14},{10},{10},{10, 7},{10}","{10},{0, 10, 14},{10},{10},{10, 7},{0, 1, 12, 14},{10},{0, 14, 15},{10},{10}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.422,0.592,"{0, 1, 12, 14},{10},{10, 15},{10, 15},{10},{0, 10, 14},{10},{10},{10, 7},{10},{10, 3},{10},{10, 7},{10},{10},{10, 14},{0, 14, 15},{10},{0, 10},{10, 14, 15}","{10},{0, 10, 14},{10},{10},{10, 7},{0, 1, 12, 14},{10},{0, 14, 15},{10},{10},{10, 15},{10},{10},{10, 7},{10, 3},{10, 14},{10, 3},{10, 13},{10, 15},{0, 10}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.287,0.673,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Mon, 06 Jan 2025 23:44:49"
58,{1},2048,10,0.7,targeted,nan,"104,219,545,89,254,338,505,199,404,636,241,798,493,368,274,726,257,192,37,115,23,312,278,232,25,201,572,103,348,218,33,658,151,358,119,1282,720,492,262,270,253,600,276,630,190,817,7,146,507,343","104,219,545,89,254,338,505,199,404,636,241,798,493,368,274,726,257,192,37,115,23,312,278,232,25,201,572,103,348,218,33,658,151,358,119,1282,720,492,262,270,253,600,276,630,190,817,7,146,507,873",nan,1.0,nan,nan,20.785,98.047,84.521,2.774,2.843,"{0, 1, 14, 15}","{3, 15}",1.0,1.0,"{0, 1, 14, 15},{0, 1},{0, 15},{0, 16, 7},{0, 15}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7}","{1},{1},{1},{1},{1}",0.632,0.591,"{0, 1, 14, 15},{0, 1},{0, 15},{0, 16, 7},{0, 15},{0, 1, 15},{0, 15},{0, 13},{0, 14},{0, 1, 5, 7}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7},{0, 1},{0, 14, 15},{0, 1, 14},{0, 1, 7, 13, 14, 16},{0, 5, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.601,0.755,"{0, 1, 14, 15},{0, 1},{0, 15},{0, 16, 7},{0, 15},{0, 1, 15},{0, 15},{0, 13},{0, 14},{0, 1, 5, 7},{0, 1, 14},{0, 1, 5},{0, 1},{0, 1, 13, 14, 16},{0, 15},{0, 1, 12},{0, 1, 15},{3},{0, 3},{0, 1, 14, 15}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7},{0, 1},{0, 14, 15},{0, 1, 14},{0, 1, 7, 13, 14, 16},{0, 5, 7},{7},{0, 1, 13, 14, 16},{0, 15},{0, 15, 7},{1, 17, 7},{7},{3},{0, 1, 14},{7},{3, 5}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.683,0.621,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Mon, 06 Jan 2025 23:44:49"
58,{1},2048,10,0.5,targeted,nan,"104,219,545,89,254,338,505,199,404,636,241,798,493,368,274,726,257,192,37,115,23,312,278,232,25,201,572,103,348,218,33,658,151,358,119,1282,720,492,262,270,253,600,276,630,190,817,7,146,507,343","104,219,545,89,254,338,505,199,404,636,241,798,493,368,274,726,257,192,37,115,23,312,278,232,25,201,572,103,348,218,33,658,151,358,119,1282,720,492,262,270,253,600,276,630,190,817,7,146,507,739",nan,1.0,nan,nan,20.743,97.266,80.127,2.762,3.258,"{0, 1, 14, 15}","{3, 15}",1.0,1.0,"{0, 1, 14, 15},{3, 14},{16, 7},{11, 1, 3, 7},{12, 7}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7}","{1},{1},{1},{1},{1}",0.653,0.817,"{0, 1, 14, 15},{3, 14},{16, 7},{11, 1, 3, 7},{12, 7},{16, 1},{12, 15, 14, 7},{7},{1, 17, 7},{0, 1, 3, 5}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7},{0, 1},{0, 14, 15},{0, 1, 14},{0, 1, 7, 13, 14, 16},{0, 5, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.645,0.826,"{0, 1, 14, 15},{3, 14},{16, 7},{11, 1, 3, 7},{12, 7},{16, 1},{12, 15, 14, 7},{7},{1, 17, 7},{0, 1, 3, 5},{0},{16, 7},{16, 3},{16, 13, 7},{0, 5, 7},{16, 3, 13},{3, 13},{0, 1, 14, 16},{3, 13},{3, 7}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7},{0, 1},{0, 14, 15},{0, 1, 14},{0, 1, 7, 13, 14, 16},{0, 5, 7},{7},{0, 1, 13, 14, 16},{0, 15},{0, 15, 7},{1, 17, 7},{7},{3},{0, 1, 14},{7},{3, 5}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.494,0.789,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Mon, 06 Jan 2025 15:27:06"
58,{1},4096,10,0.7,targeted,nan,"104,219,545,89,254,338,505,199,404,636,241,798,493,368,274,726,257,192,37,115,23,312,278,232,25,201,572,103,348,218,33,658,151,358,119,1282,720,492,262,270,253,600,276,630,190,817,7,146,507,343","104,219,545,89,254,338,505,199,404,636,241,798,493,368,274,726,257,192,37,115,23,312,278,232,25,201,572,103,348,218,33,658,151,358,119,1282,720,492,262,270,253,600,276,630,190,817,7,146,507,314",nan,1.0,nan,nan,41.541,96.68,83.057,2.814,3.054,"{0, 1, 14}","{3, 15}",1.0,0.0,"{0, 1, 14},{7},{0, 7},{0, 1, 14},{0, 1, 14}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7}","{1},{1},{1},{1},{1}",0.77,0.275,"{0, 1, 14},{7},{0, 7},{0, 1, 14},{0, 1, 14},{0, 1, 15},{0, 1, 13, 14, 16},{0, 1, 14},{3, 13, 15},{0, 1, 14}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7},{0, 1},{0, 14, 15},{0, 1, 14},{0, 1, 7, 13, 14, 16},{0, 5, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.798,0.588,"{0, 1, 14},{7},{0, 7},{0, 1, 14},{0, 1, 14},{0, 1, 15},{0, 1, 13, 14, 16},{0, 1, 14},{3, 13, 15},{0, 1, 14},{3, 13},{16, 3, 13},{0, 1, 3, 13},{0, 1, 14},{0, 1, 13, 14, 16},{0, 16, 14},{3, 13},{7},{0, 11, 3},{2, 3}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7},{0, 1},{0, 14, 15},{0, 1, 14},{0, 1, 7, 13, 14, 16},{0, 5, 7},{7},{0, 1, 13, 14, 16},{0, 15},{0, 15, 7},{1, 17, 7},{7},{3},{0, 1, 14},{7},{3, 5}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.668,0.616,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 02:16:38"
103,{1},2048,10,0.5,targeted,nan,"1003,188,485,794,628,260,13,190,53,1430,25,447,428,90,1094,862,601,182,210,243,503,531,12,69,141,121,410,349,453,365,104,78,645,159,26,174,196,664,726,1482,45,1077,1107,863,1035,1103,1032,648,770,299","1003,188,485,794,628,260,13,190,53,1430,25,447,428,90,1094,862,601,182,210,243,503,531,12,69,141,121,410,349,453,365,104,78,645,159,26,174,196,664,726,1482,45,1077,1107,863,1035,1103,1301,648,770,299",nan,1.0,nan,nan,21.303,98.438,74.609,2.772,3.363,"{0, 1, 15}","{0, 15}",1.0,1.0,"{0, 1, 15},{0, 16, 14},{3, 13},{10, 15},{3, 13}","{0, 15},{13, 7},{0, 16, 3, 14},{3, 13},{0, 1, 12}","{1},{1},{1},{1},{1}",0.399,0.561,"{0, 1, 15},{0, 16, 14},{3, 13},{10, 15},{3, 13},{0, 15},{15, 7},{3},{3, 13},{0, 1, 12}","{0, 15},{13, 7},{0, 16, 3, 14},{3, 13},{0, 1, 12},{0, 1, 15},{3},{0, 15},{16, 7},{0, 16, 14}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.362,0.544,"{0, 1, 15},{0, 16, 14},{3, 13},{10, 15},{3, 13},{0, 15},{15, 7},{3},{3, 13},{0, 1, 12},{0, 16, 3, 14},{7},{7},{7},{0, 1, 15},{13, 7},{0, 1, 3, 11, 15},{3, 13},{0, 5},{12, 15}","{0, 15},{13, 7},{0, 16, 3, 14},{3, 13},{0, 1, 12},{0, 1, 15},{3},{0, 15},{16, 7},{0, 16, 14},{2, 3},{7},{11, 2, 3},{3, 13},{1, 3},{0, 1, 8},{3},{0, 1},{3, 13},{3, 13}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.354,0.526,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Mon, 06 Jan 2025 15:27:06"
0,{1},8192,10,0.7,targeted,None,"178,290,154,362,322,733,1007,61,972,141,114,137,1055,312,348,241,112,53,32,298,321,89,368,492,493,572,356,1009,69,404,96,720,204,176,428,162,366,182,26,116,453,311,242,286,463","178,290,154,362,322,733,1007,61,972,141,114,137,1055,312,348,241,112,53,32,298,321,89,368,492,493,572,356,1009,69,404,96,720,204,176,428,162,366,182,26,116,453,311,242,1280,463",None,1,None,None,88.439,98.523,67.529,2.918,5.611,"{11, 1, 3, 7}","{15, 7}",1.0,0.0,"{11, 1, 3, 7},{16, 15, 7},{0, 14, 15},{3, 13},{15, 7}","{15, 7},{16, 15, 7},{3, 7},{5, 15},{16, 7}","{1},{1},{1},{1},{1}",0.443,0.0,"{11, 1, 3, 7},{16, 15, 7},{0, 14, 15},{3, 13},{15, 7},{7},{11, 2, 3},{0, 14, 15},{9, 14},{11, 2, 3}","{15, 7},{16, 15, 7},{3, 7},{5, 15},{16, 7},{3, 13},{3, 14},{3, 13},{7},{3, 13}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.313,0.0,"{11, 1, 3, 7},{16, 15, 7},{0, 14, 15},{3, 13},{15, 7},{7},{11, 2, 3},{0, 14, 15},{9, 14},{11, 2, 3},{3, 13},{5, 7},{0, 16, 14, 15},{3},{0, 1, 14},{0, 1},{3, 13},{5, 15},{7},{0, 1}","{15, 7},{16, 15, 7},{3, 7},{5, 15},{16, 7},{3, 13},{3, 14},{3, 13},{7},{3, 13},{12, 15},{11, 1, 3, 7},{12, 7},{13, 15, 5, 7},{9, 14},{3},{11, 3, 7},{3, 13},{5, 7},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.315,0.071,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
1,{1},8192,10,0.7,targeted,None,"1671,5,882,99,586,852,336,931,1104,392,1480,2,207,1117,610,864,405,117,1422,1018,178,1179,1195,244,44,956,595,991,281,1182,1167,1059,73,1282,1385,131,658,358,142,185,205,512,88,190,201,861,86,1220,756,1014","1671,5,882,99,586,852,336,931,1104,392,1480,2,207,1117,610,864,405,117,1422,1018,178,1179,1195,244,44,956,595,991,281,1182,1167,1059,73,1282,1385,131,658,358,142,185,205,512,88,190,201,861,86,1220,706,1014",None,1,None,None,90.768,96.887,74.146,2.737,3.774,"{1, 3, 7}",{7},1.0,0.0,"{1, 3, 7},{3, 7},{3, 13},{3},{7}","{7},{7},{1, 13},{0},{3}","{1},{1},{1},{1},{1}",0.493,0.29,"{1, 3, 7},{3, 7},{3, 13},{3},{7},{10, 3},{13},{13, 7},{3, 7},{0, 1, 14, 15}","{7},{7},{1, 13},{0},{3},{13},{13},{7},{0, 15},{0, 16, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.437,0.169,"{1, 3, 7},{3, 7},{3, 13},{3},{7},{10, 3},{13},{13, 7},{3, 7},{0, 1, 14, 15},{0, 13, 15},{5, 7},{3, 15},{3},{0, 14, 15},{0, 14},{3},{11, 1, 2, 3},{0, 15},{3, 5}","{7},{7},{1, 13},{0},{3},{13},{13},{7},{0, 15},{0, 16, 7},{7},{3},{0, 14},{3, 13},{0, 15, 7},{0, 15},{15},{0, 15},{3, 5},{0}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.34,0.099,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
2,{1},8192,10,0.7,targeted,None,"9,66,480,415,821,938,194,522,608,14,1113,753,193,984,364,800,1049,206,779,765,65,1241,561,1020,835,1055,8,71,160,878,123,876,233,203,1096,1214,1063,1349,314,144,38,258,655,135,4,57,96,568,133,386","9,66,480,415,821,938,194,522,608,14,1113,753,193,984,364,800,1049,206,779,765,65,1241,561,1020,835,1055,8,71,160,878,123,876,233,203,1096,1214,1063,1349,314,144,38,258,655,135,4,57,71,568,133,386",None,1,None,None,90.241,98.804,84.741,3.078,4.132,"{1, 3}",{3},1.0,0.0,"{1, 3},{3},{1, 3},{13, 7},{2, 3}","{3},{3, 7},{3},{13, 7},{3, 13}","{1},{1},{1},{1},{1}",0.57,0.0,"{1, 3},{3},{1, 3},{13, 7},{2, 3},{13, 7},{13},{3},{3, 13, 15},{1, 3}","{3},{3, 7},{3},{13, 7},{3, 13},{3},{3},{3},{13, 7},{13, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.441,0.0,"{1, 3},{3},{1, 3},{13, 7},{2, 3},{13, 7},{13},{3},{3, 13, 15},{1, 3},{3, 7},{7},{3, 13},{3, 13},{3, 13},{7},{3},{3},{8, 1, 3},{1, 3}","{3},{3, 7},{3},{13, 7},{3, 13},{3},{3},{3},{13, 7},{13, 7},{11, 3},{15, 7},{7},{13, 7},{3},{13, 7},{11, 13},{13, 7},{11, 1, 3},{13, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.383,0.061,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
3,{1},8192,10,0.7,targeted,None,"260,303,46,14,1370,87,98,614,795,487,54,939,856,584,205,802,791,121,94,248,63,416,892,960,131,158,333,23,369,759,1167,643,1295,1247,932,555,586,631,959,503,1015,474,268,9,583,1016,492,96,1434,1282","260,303,46,14,1370,87,98,614,795,487,54,939,856,584,205,802,791,121,94,248,63,416,892,960,131,158,333,23,369,759,1167,643,1295,1247,932,555,586,631,959,503,1015,474,268,9,583,1016,492,96,1434,1225",None,1,None,None,89.391,98.682,78.113,2.705,4.214,"{11, 1, 2, 3}",{7},1.0,0.0,"{11, 1, 2, 3},{3},{3, 7},{3},{15, 5, 7}","{7},{3, 7},{0, 14, 15},{7},{15, 5, 7}","{1},{1},{1},{1},{1}",0.554,0.0,"{11, 1, 2, 3},{3},{3, 7},{3},{15, 5, 7},{3, 13},{3},{3},{0},{3, 5}","{7},{3, 7},{0, 14, 15},{7},{15, 5, 7},{15, 5, 7},{3, 7},{3, 12, 5, 15},{3, 13},{5, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.423,0.0,"{11, 1, 2, 3},{3},{3, 7},{3},{15, 5, 7},{3, 13},{3},{3},{0},{3, 5},{3, 13},{3, 15},{0, 1, 15},{0, 1, 14, 15},{1, 3},{3, 7},{13, 7},{7},{5, 7},{1, 13}","{7},{3, 7},{0, 14, 15},{7},{15, 5, 7},{15, 5, 7},{3, 7},{3, 12, 5, 15},{3, 13},{5, 7},{3},{0, 10, 14},{0, 13, 15},{15, 7},{0, 15},{7},{11, 2, 3},{7},{12, 15},{0, 3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.451,0.0,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
