i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,split,status,score,source,aligned,alignment,cost,gt,aligned_gt,dataset_time,align_time,automata_learning_time,aligned_gt@1,gt@1,preds_gt@1,score@1,aligned_gt@5,gt@5,preds_gt@5,score@5,aligned_gt@10,gt@10,preds_gt@10,score@10,aligned_gt@20,gt@20,preds_gt@20,score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp,error
162,targeted_uncategorized,None,"171,538,37,101,489,539,703,217,820,240,239,940,35,391,507,175,102,497,276,602,506,126,624,352,437,691,562,636,7,222,242,58,483,966,278,612,755,300,136,72,751,119,196,110,472,33,10,1091,419,316","171,538,37,101,489,539,703,217,820,240,239,940,35,391,507,175,102,497,276,602,506,126,624,352,437,691,562,636,7,222,242,58,483,966,278,612,755,300,136,72,751,119,196,110,472,33,10,1091,419,1591",None,1,None,None,206.865,None,None,None,None,411,95,411,1,0,"411,497,585,734,724","95,119,391,289,101","411,411,411,411,411",1.0,0.0,"411,497,585,734,724,940,489,227,751,754","95,119,391,289,101,343,255,338,222,755","411,411,411,411,411,411,411,411,411,411",1.0,0.0,"411,497,585,734,724,940,489,227,751,754,915,187,109,703,764,358,37,658,92,921","95,119,391,289,101,343,255,338,222,755,58,472,602,330,432,316,239,146,937,171","411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411",1.0,0.0,"(None, 10, 0)",None,None,"171,538,37,101,489,539,703,217,820,240,239,940,35,391,507,175,102,497,276,602,506,126,624,352,437,691,562,636,7,222,242,58,483,966,278,612,755,300,136,72,751,119,196,110,472,33,10,1091,419,316","171,538,37,101,489,539,703,217,820,240,239,940,35,391,507,175,102,497,276,602,506,126,624,352,437,691,562,636,7,222,242,58,483,966,278,612,755,300,136,72,751,119,196,110,472,33,10,1091,419,1591","sync_171,sync_538,sync_37,sync_101,sync_489,sync_539,sync_703,sync_217,sync_820,sync_240,sync_239,sync_940,sync_35,sync_391,sync_507,sync_175,sync_102,sync_497,sync_276,sync_602,sync_506,sync_126,sync_624,sync_352,sync_437,sync_691,sync_562,sync_636,sync_7,sync_222,sync_242,sync_58,sync_483,sync_966,sync_278,sync_612,sync_755,sync_300,sync_136,sync_72,sync_751,sync_119,sync_196,sync_110,sync_472,sync_33,sync_10,sync_1091,sync_419,add_1591,del_316",1,None,None,None,2.452,None,411,95,None,1,"411,497,585,734,724","95,119,391,289,101",None,1.0,"411,497,585,734,724,940,489,227,751,754","95,119,391,289,101,343,255,338,222,755",None,1.0,"411,497,585,734,724,940,489,227,751,754,915,187,109,703,764,358,37,658,92,921","95,119,391,289,101,343,255,338,222,755,58,472,602,330,432,316,239,146,937,171",None,1.0,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",
163,targeted_uncategorized,None,"198,955,1055,969,14,848,765,706,164,1384,833,979,851,827,1114,954,962,363,1139,1049,1102,685,629,1492,121,677,635,578,615,98,859,435,632,468,127,690,416,720,116,61,882,535,531,383,178,1127,705,824,191,333","198,955,1055,969,14,848,765,706,164,1384,833,979,851,827,1114,1215,962,363,1139,1049,1102,685,629,1492,121,677,635,578,615,98,859,435,632,468,127,690,4,720,116,61,882,535,531,383,178,1127,705,824,191,1497",None,3,None,None,203.984,None,None,None,None,411,1012,411,1,0,"411,82,319,223,1139","1012,720,468,492,707","411,411,411,411,411",1.0,0.0,"411,82,319,223,1139,180,796,141,58,594","1012,720,468,492,707,1241,416,389,1211,943","411,411,411,411,411,411,411,411,411,411",1.0,0.0,"411,82,319,223,1139,180,796,141,58,594,31,674,227,166,212,37,274,332,696,823","1012,720,468,492,707,1241,416,389,1211,943,175,231,894,95,1064,487,496,775,140,240","411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411",1.0,0.0,"(None, 10, 0)",None,None,"198,955,1055,969,14,848,765,706,164,1384,833,979,851,827,1114,954,962,363,1139,1049,1102,685,629,1492,121,677,635,578,615,98,859,435,632,468,127,690,416,720,116,61,882,535,531,383,178,1127,705,824,191,333","198,955,1055,969,14,848,765,706,164,1384,833,979,851,827,1114,954,962,363,1139,1049,1102,685,629,1492,121,677,635,578,615,98,859,435,632,468,127,690,416,720,116,61,882,535,531,383,178,1127,705,824,191,142","sync_198,sync_955,sync_1055,sync_969,sync_14,sync_848,sync_765,sync_706,sync_164,sync_1384,sync_833,sync_979,sync_851,sync_827,sync_1114,sync_954,sync_962,sync_363,sync_1139,sync_1049,sync_1102,sync_685,sync_629,sync_1492,sync_121,sync_677,sync_635,sync_578,sync_615,sync_98,sync_859,sync_435,sync_632,sync_468,sync_127,sync_690,sync_416,sync_720,sync_116,sync_61,sync_882,sync_535,sync_531,sync_383,sync_178,sync_1127,sync_705,sync_824,sync_191,add_142,del_333",1,None,None,None,2.197,None,25,1012,None,0,"25,11,178,306,1217","1012,720,468,492,707",None,0.0,"25,11,178,306,1217,154,78,31,142,141","1012,720,468,492,707,1241,416,389,1211,943",None,0.0,"25,11,178,306,1217,154,78,31,142,141,720,696,290,358,50,74,453,210,428,673","1012,720,468,492,707,1241,416,389,1211,943,175,231,894,95,1064,487,496,775,140,240",None,0.0,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",
164,targeted_uncategorized,None,"803,1408,47,591,258,167,671,367,600,655,17,1055,135,448,436,719,294,16,34,432,208,348,1358,94,48,248,587,593,286,890,818,308,557,550,1057,418,325,324,1002,529,679,364,835,1259,56,283,984,406,281,1282","803,1408,47,591,258,167,671,367,600,655,17,1055,135,448,436,719,294,16,34,432,208,348,1358,94,48,248,587,593,286,890,818,308,557,550,1057,418,325,324,1002,529,679,364,835,1259,56,283,984,406,281,1591",None,1,None,None,204.031,None,None,None,None,411,631,411,1,0,"411,1106,474,17,849","631,256,116,185,752","411,411,411,411,411",1.0,0.0,"411,1106,474,17,849,1055,1015,1461,227,611","631,256,116,185,752,492,840,1595,131,140","411,411,411,411,411,411,411,411,411,411",1.0,0.0,"411,1106,474,17,849,1055,1015,1461,227,611,854,16,866,335,984,828,703,311,147,466","631,256,116,185,752,492,840,1595,131,140,1230,720,158,105,512,653,405,288,244,281","411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411",1.0,0.0,"(None, 10, 0)",None,None,"803,1408,47,591,258,167,671,367,600,655,17,1055,135,448,436,719,294,16,34,432,208,348,1358,94,48,248,587,593,286,890,818,308,557,550,1057,418,325,324,1002,529,679,364,835,1259,56,283,984,406,281,1282","803,1408,47,591,258,167,671,367,600,655,17,1055,135,448,436,719,294,16,34,432,208,348,1358,94,48,248,587,593,286,890,818,308,557,550,1057,418,325,324,1002,529,679,364,835,1259,56,283,984,406,281,1591","sync_803,sync_1408,sync_47,sync_591,sync_258,sync_167,sync_671,sync_367,sync_600,sync_655,sync_17,sync_1055,sync_135,sync_448,sync_436,sync_719,sync_294,sync_16,sync_34,sync_432,sync_208,sync_348,sync_1358,sync_94,sync_48,sync_248,sync_587,sync_593,sync_286,sync_890,sync_818,sync_308,sync_557,sync_550,sync_1057,sync_418,sync_325,sync_324,sync_1002,sync_529,sync_679,sync_364,sync_835,sync_1259,sync_56,sync_283,sync_984,sync_406,sync_281,add_1591,del_1282",1,None,None,None,2.453,None,411,631,None,1,"411,1106,474,17,849","631,256,116,185,752",None,1.0,"411,1106,474,17,849,1055,1015,1461,227,611","631,256,116,185,752,492,840,1595,131,140",None,1.0,"411,1106,474,17,849,1055,1015,1461,227,611,854,16,866,335,984,828,703,311,147,466","631,256,116,185,752,492,840,1595,131,140,1230,720,158,105,512,653,405,288,244,281",None,1.0,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",
165,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,411,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",EmptyDatasetError
166,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,411,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",EmptyDatasetError
167,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,411,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",EmptyDatasetError
168,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,411,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",EmptyDatasetError
169,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,411,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",EmptyDatasetError
170,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,411,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",EmptyDatasetError
171,targeted_uncategorized,None,"159,197,268,553,64,205,708,87,18,414,372,69,696,107,121,137,24,141,307,182,1211,243,78,166,404,453,234,299,199,772,508,26,1012,648,132,1040,279,556,578,417,871,382,389,1037,627,894,487,1092,465,337","159,197,268,553,64,205,708,87,18,414,372,69,696,107,121,137,24,141,307,182,1211,243,78,166,404,453,234,299,199,772,508,26,1012,648,132,1040,279,556,578,417,871,382,389,1037,627,894,487,1092,465,1558",None,1,None,None,206.484,None,None,None,None,411,925,411,1,0,"411,157,312,409,217","925,333,337,511,657","411,411,411,411,411",1.0,0.0,"411,157,312,409,217,102,32,556,230,400","925,333,337,511,657,894,524,850,323,1012","411,411,411,411,411,411,411,411,411,411",1.0,0.0,"411,157,312,409,217,102,32,556,230,400,325,23,162,869,942,218,227,624,278,511","925,333,337,511,657,894,524,850,323,1012,775,677,556,307,515,166,234,517,1014,382","411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411",1.0,0.0,"(None, 10, 0)",None,None,"159,197,268,553,64,205,708,87,18,414,372,69,696,107,121,137,24,141,307,182,1211,243,78,166,404,453,234,299,199,772,508,26,1012,648,132,1040,279,556,578,417,871,382,389,1037,627,894,487,1092,465,337","159,197,268,553,64,205,708,87,18,414,372,69,696,107,121,137,24,141,307,182,1211,243,78,166,404,453,234,299,199,772,508,26,1012,648,132,1040,279,556,578,417,871,382,389,1037,627,894,487,1092,465,1558","sync_159,sync_197,sync_268,sync_553,sync_64,sync_205,sync_708,sync_87,sync_18,sync_414,sync_372,sync_69,sync_696,sync_107,sync_121,sync_137,sync_24,sync_141,sync_307,sync_182,sync_1211,sync_243,sync_78,sync_166,sync_404,sync_453,sync_234,sync_299,sync_199,sync_772,sync_508,sync_26,sync_1012,sync_648,sync_132,sync_1040,sync_279,sync_556,sync_578,sync_417,sync_871,sync_382,sync_389,sync_1037,sync_627,sync_894,sync_487,sync_1092,sync_465,add_1558,del_337",1,None,None,None,2.589,None,411,925,None,1,"411,157,312,409,217","925,333,337,511,657",None,1.0,"411,157,312,409,217,102,32,556,230,400","925,333,337,511,657,894,524,850,323,1012",None,1.0,"411,157,312,409,217,102,32,556,230,400,325,23,162,869,942,218,227,624,278,511","925,333,337,511,657,894,524,850,323,1012,775,677,556,307,515,166,234,517,1014,382",None,1.0,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",
172,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,411,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",EmptyDatasetError
173,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,411,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",EmptyDatasetError
174,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,411,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",EmptyDatasetError
175,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,411,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",EmptyDatasetError
176,targeted_uncategorized,None,"867,126,507,813,239,983,235,433,276,457,138,661,607,889,23,331,320,906,795,51,604,535,619,210,897,541,754,475,751,601,796,491,670,330,969,227,1064,878,363,768,588,592,14,257,101,250,319,688,252,96","867,126,507,813,239,983,235,433,276,457,138,661,607,889,23,331,320,906,795,51,604,535,619,210,897,541,754,475,751,601,796,491,670,330,969,227,1064,878,363,768,588,592,14,257,101,250,319,688,252,1558",None,1,None,None,204.242,None,None,None,None,411,1139,411,1,0,"411,585,272,227,751","1139,96,176,361,52","411,411,411,411,411",1.0,0.0,"411,585,272,227,751,1414,500,1108,437,443","1139,96,176,361,52,959,861,405,720,41","411,411,411,411,411,411,411,411,411,411",1.0,0.0,"411,585,272,227,751,1414,500,1108,437,443,966,22,611,17,1109,157,858,914,384,497","1139,96,176,361,52,959,861,405,720,41,300,73,99,512,340,892,118,988,378,583","411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411",1.0,0.0,"(None, 10, 0)",None,None,"867,126,507,813,239,983,235,433,276,457,138,661,607,889,23,331,320,906,795,51,604,535,619,210,897,541,754,475,751,601,796,491,670,330,969,227,1064,878,363,768,588,592,14,257,101,250,319,688,252,96","867,126,507,813,239,983,235,433,276,457,138,661,607,889,23,331,320,906,795,51,604,535,619,210,897,541,754,475,751,601,796,491,670,330,969,227,1064,878,363,768,588,592,14,257,101,250,319,688,252,5","sync_867,sync_126,sync_507,sync_813,sync_239,sync_983,sync_235,sync_433,sync_276,sync_457,sync_138,sync_661,sync_607,sync_889,sync_23,sync_331,sync_320,sync_906,sync_795,sync_51,sync_604,sync_535,sync_619,sync_210,sync_897,sync_541,sync_754,sync_475,sync_751,sync_601,sync_796,sync_491,sync_670,sync_330,sync_969,sync_227,sync_1064,sync_878,sync_363,sync_768,sync_588,sync_592,sync_14,sync_257,sync_101,sync_250,sync_319,sync_688,sync_252,add_5,del_96",1,None,None,None,39.609,None,185,1139,None,0,"185,720,1003,5,579","1139,96,176,361,52",None,0.0,"185,720,1003,5,579,140,105,262,512,843","1139,96,176,361,52,959,861,405,720,41",None,0.0,"185,720,1003,5,579,140,105,262,512,843,116,752,808,405,659,281,131,158,207,682","1139,96,176,361,52,959,861,405,720,41,300,73,99,512,340,892,118,988,378,583",None,0.0,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",
177,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,411,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",EmptyDatasetError
178,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,411,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",EmptyDatasetError
179,targeted_uncategorized,None,"118,611,37,368,276,119,983,796,489,59,113,661,13,239,952,111,136,79,411,694,630,817,6,103,385,425,819,69,175,695,585,539,23,183,102,889,885,242,457,66,289,126,390,308,32","118,611,37,368,276,119,983,796,489,59,113,661,13,239,952,111,136,79,411,694,630,817,6,103,385,425,819,69,885,695,585,539,23,183,102,889,885,242,457,66,289,126,390,308,382",None,2,None,None,203.297,None,None,None,None,411,730,411,1,0,"411,187,162,693,32","730,360,298,33,497","411,411,411,411,411",1.0,0.0,"411,187,162,693,32,101,278,724,486,867","730,360,298,33,497,320,889,101,79,231","411,411,411,411,411,411,411,411,411,411",1.0,0.0,"411,187,162,693,32,101,278,724,486,867,50,409,79,341,358,210,695,539,100,8","730,360,298,33,497,320,889,101,79,231,539,6,100,983,92,242,175,658,201,572","411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411",1.0,0.0,"(None, 10, 0)",None,None,"118,611,37,368,276,119,983,796,489,59,113,661,13,239,952,111,136,79,411,694,630,817,6,103,385,425,819,69,175,695,585,539,23,183,102,889,885,242,457,66,289,126,390,308,32","118,611,37,368,276,119,983,796,489,59,113,661,13,239,952,111,136,79,411,694,630,817,6,103,385,425,819,69,175,695,585,539,23,183,102,889,885,242,457,66,289,126,390,308,439,-1,-1,-1,-1,-1","sync_118,sync_611,sync_37,sync_368,sync_276,sync_119,sync_983,sync_796,sync_489,sync_59,sync_113,sync_661,sync_13,sync_239,sync_952,sync_111,sync_136,sync_79,sync_411,sync_694,sync_630,sync_817,sync_6,sync_103,sync_385,sync_425,sync_819,sync_69,sync_175,sync_695,sync_585,sync_539,sync_23,sync_183,sync_102,sync_889,sync_885,sync_242,sync_457,sync_66,sync_289,sync_126,sync_390,sync_308,add_439,del_32",1,None,None,None,47.853,None,79,730,None,0,"79,1116,101,100,623","730,360,298,33,497",None,0.0,"79,1116,101,100,623,242,162,695,111,261","730,360,298,33,497,320,889,101,79,231",None,0.0,"79,1116,101,100,623,242,162,695,111,261,146,276,730,54,167,239,321,274,22,222","730,360,298,33,497,320,889,101,79,231,539,6,100,983,92,242,175,658,201,572",None,0.0,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",
180,targeted_uncategorized,None,"248,374,658,113,30,434,1462,736,54,500,255,387,257,84,241,119,400,291,530,853,817,123,284,192,23,102,111,1077,406,346,218,896,414,720,262,99,340,332,732,86,114,25,270,281,752,493,961,756,638,74","248,374,658,113,30,434,1462,736,54,500,255,387,257,84,241,119,400,291,530,853,817,123,284,192,23,102,111,1077,406,346,218,896,414,720,262,99,340,332,732,86,114,25,270,281,752,493,764,756,638,1479",None,2,None,None,196.004,None,None,None,None,411,74,411,1,0,"411,348,257,157,84","74,447,281,31,154","411,411,411,411,411",1.0,0.0,"411,348,257,157,84,942,409,205,353,62","74,447,281,31,154,96,158,105,11,720","411,411,411,411,411,411,411,411,411,411",1.0,0.0,"411,348,257,157,84,942,409,205,353,62,217,13,1055,417,102,1479,47,232,191,325","74,447,281,31,154,96,158,105,11,720,140,861,270,383,961,653,49,306,131,88","411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411",1.0,0.0,"(None, 10, 0)",None,None,"248,374,658,113,30,434,1462,736,54,500,255,387,257,84,241,119,400,291,530,853,817,123,284,192,23,102,111,1077,406,346,218,896,414,720,262,99,340,332,732,86,114,25,270,281,752,493,961,756,638,74","248,374,658,113,30,434,1462,736,54,500,255,387,257,84,241,119,400,291,530,853,817,123,284,192,23,102,111,1077,406,346,218,896,414,720,262,99,340,332,732,86,114,25,270,281,752,493,961,756,638,1616","sync_248,sync_374,sync_658,sync_113,sync_30,sync_434,sync_1462,sync_736,sync_54,sync_500,sync_255,sync_387,sync_257,sync_84,sync_241,sync_119,sync_400,sync_291,sync_530,sync_853,sync_817,sync_123,sync_284,sync_192,sync_23,sync_102,sync_111,sync_1077,sync_406,sync_346,sync_218,sync_896,sync_414,sync_720,sync_262,sync_99,sync_340,sync_332,sync_732,sync_86,sync_114,sync_25,sync_270,sync_281,sync_752,sync_493,sync_961,sync_756,sync_638,add_1616,del_74",1,None,None,None,34.027,None,61,74,None,0,"61,1024,720,96,176","74,447,281,31,154",None,0.0,"61,1024,720,96,176,262,44,217,1117,154","74,447,281,31,154,96,158,105,11,720",None,0.0,"61,1024,720,96,176,262,44,217,1117,154,158,5,348,162,306,432,332,281,2,146","74,447,281,31,154,96,158,105,11,720,140,861,270,383,961,653,49,306,131,88",None,0.0,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",
181,targeted_uncategorized,None,"96,252,52,41,32,37,476,35,312,201,226,175,190,103,570,157,334,245,322,358,53,357,67,84,368","96,252,52,41,32,37,476,35,312,201,226,175,103,570,157,334,245,322,358,53,357,67,84,1558",None,2,None,None,180.922,None,None,None,None,411,276,411,1,0,"411,157,298,358,79","276,157,240,937,261","411,411,411,411,411",1.0,0.0,"411,157,298,358,79,102,103,400,162,409","276,157,240,937,261,239,102,79,298,162","411,411,411,411,411,411,411,411,411,411",1.0,0.0,"411,157,298,358,79,102,103,400,162,409,32,585,23,239,190,261,22,658,240,101","276,157,240,937,261,239,102,79,298,162,100,101,221,113,32,358,368,257,472,201","411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411",1.0,0.0,"(None, 10, 0)",None,None,"96,252,52,41,32,37,476,35,312,201,226,175,190,103,570,157,334,245,322,358,53,357,67,84,368","96,252,52,41,32,37,476,35,312,201,226,175,190,103,570,157,334,245,322,358,53,357,67,84,1558,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_96,sync_252,sync_52,sync_41,sync_32,sync_37,sync_476,sync_35,sync_312,sync_201,sync_226,sync_175,sync_190,sync_103,sync_570,sync_157,sync_334,sync_245,sync_322,sync_358,sync_53,sync_357,sync_67,sync_84,add_1558,del_368",1,None,None,None,2.068,None,411,276,None,1,"411,585,157,298,358","276,157,240,937,261",None,1.0,"411,585,157,298,358,79,409,503,102,103","276,157,240,937,261,239,102,79,298,162",None,1.0,"411,585,157,298,358,79,409,503,102,103,190,32,162,217,126,37,312,240,539,218","276,157,240,937,261,239,102,79,298,162,100,101,221,113,32,358,368,257,472,201",None,1.0,True,SASRec,ml-100k,411,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Sun, 09 Feb 2025 18:10:46",
