i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,split,status,score,source,aligned,alignment,cost,gt,aligned_gt,dataset_time,align_time,automata_learning_time,aligned_gt@1,gt@1,preds_gt@1,score@1,aligned_gt@5,gt@5,preds_gt@5,score@5,aligned_gt@10,gt@10,preds_gt@10,score@10,aligned_gt@20,gt@20,preds_gt@20,score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
10,genetic,None,"645,739,620,969,642,1260,865,631,87,2020,99,556,1076,763,565,134,108,1185,1210,1997,1104,1727,1134,1725,1243,1979,1096,1064,1054,935,1095,613,721,583,643,20,559,574,843,1038,623,679,674,742,569,657,1084,188,1342,1067","645,739,620,969,642,1260,865,631,87,2020,99,556,1076,763,565,134,108,1185,1210,1997,1104,1727,1134,1725,1243,1979,1096,1064,1054,935,1095,613,721,583,643,20,559,574,843,1038,623,679,674,742,569,657,1084,188,1342,1064",None,1,None,None,207.993,None,None,None,None,45,1067,None,0,None,"45,809,125,570,1067","1067,45,574,570,657",None,0.321,None,"45,809,125,570,1067,1095,755,643,98,1064","1067,45,574,570,657,809,908,188,1029,643",None,0.245,None,"45,809,125,570,1067,1095,755,643,98,1064,23,1104,574,657,1096,1029,188,1185,1134,930","1067,45,574,570,657,809,908,188,1029,643,1342,755,1084,569,41,34,1905,559,125,607",None,0.188,None,"(None, 10, 0)",None,None,"645,739,620,969,642,1260,865,631,87,2020,99,556,1076,763,565,134,108,1185,1210,1997,1104,1727,1134,1725,1243,1979,1096,1064,1054,935,1095,613,721,583,643,20,559,574,843,1038,623,679,674,742,569,657,1084,188,1342,1067","645,739,620,969,642,1260,865,631,87,2020,99,556,1076,763,565,134,108,1185,1210,1997,1104,1727,1134,1725,1243,1979,1096,1064,1054,935,1095,613,721,583,643,20,559,574,843,1038,623,679,674,742,569,657,1084,188,1342,5","sync_645,sync_739,sync_620,sync_969,sync_642,sync_1260,sync_865,sync_631,sync_87,sync_2020,sync_99,sync_556,sync_1076,sync_763,sync_565,sync_134,sync_108,sync_1185,sync_1210,sync_1997,sync_1104,sync_1727,sync_1134,sync_1725,sync_1243,sync_1979,sync_1096,sync_1064,sync_1054,sync_935,sync_1095,sync_613,sync_721,sync_583,sync_643,sync_20,sync_559,sync_574,sync_843,sync_1038,sync_623,sync_679,sync_674,sync_742,sync_569,sync_657,sync_1084,sync_188,sync_1342,add_5,del_1067",1,None,None,None,356.094,None,5,1067,None,0,"5,34,31,391,208","1067,45,574,570,657",None,0.0,"5,34,31,391,208,11,629,1047,35,18","1067,45,574,570,657,809,908,188,1029,643",None,0.0,"5,34,31,391,208,11,629,1047,35,18,26,27,1077,17,574,683,51,219,532,607","1067,45,574,570,657,809,908,188,1029,643,1342,755,1084,569,41,34,1905,559,125,607",None,0.04,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
11,genetic,None,"1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,980,318,39,17,1769,898","1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,980,318,39,176,1769,898",None,1,None,None,192.216,None,None,None,None,105,318,None,0,None,"105,185,318,200,373","318,264,942,5,105",None,0.139,None,"105,185,318,200,373,86,980,870,282,1201","318,264,942,5,105,734,870,185,39,733",None,0.137,None,"105,185,318,200,373,86,980,870,282,1201,139,5,1349,4,2848,32,39,733,344,306","318,264,942,5,105,734,870,185,39,733,306,373,791,353,1349,455,4,789,877,1146",None,0.134,None,"(None, 10, 0)",None,None,"1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,980,318,39,17,1769,898","1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,980,318,39,17,1769,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1272,sync_33,sync_65,sync_793,sync_42,sync_727,sync_400,sync_1349,sync_2042,sync_1463,sync_199,sync_1390,sync_1624,sync_1962,sync_375,sync_1235,sync_1248,sync_1398,sync_696,sync_1043,sync_2102,sync_1547,sync_257,sync_373,sync_980,sync_318,sync_39,sync_17,sync_1769,add_2,del_898",1,None,None,None,269.639,None,5,318,None,0,"5,264,734,105,942","318,264,942,5,105",None,0.373,"5,264,734,105,942,318,39,185,306,1692","318,264,942,5,105,734,870,185,39,733",None,0.39,"5,264,734,105,942,318,39,185,306,1692,733,683,278,1155,46,135,4,453,353,86","318,264,942,5,105,734,870,185,39,733,306,373,791,353,1349,455,4,789,877,1146",None,0.325,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
12,genetic,None,"45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,1019,196,118","45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,178,1019,196,118",None,1,None,None,208.767,None,None,None,None,211,118,None,0,None,"211,118,69,1229,187","118,121,265,91,588",None,0.17,None,"211,118,69,1229,187,218,128,712,133,756","118,121,265,91,588,114,146,241,190,151",None,0.11,None,"211,118,69,1229,187,218,128,712,133,756,58,588,121,125,140,98,670,265,79,152","118,121,265,91,588,114,146,241,190,151,196,94,79,756,1042,63,433,320,215,896",None,0.102,None,"(None, 10, 0)",None,None,"45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,1019,196,118","45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,1019,196,1,-1,-1,-1,-1","sync_45,sync_189,sync_2439,sync_2192,sync_65,sync_66,sync_110,sync_2786,sync_426,sync_1073,sync_435,sync_670,sync_1666,sync_147,sync_1193,sync_2551,sync_679,sync_7,sync_214,sync_1844,sync_137,sync_140,sync_729,sync_210,sync_1110,sync_44,sync_474,sync_431,sync_301,sync_133,sync_715,sync_1155,sync_218,sync_187,sync_211,sync_256,sync_588,sync_123,sync_387,sync_433,sync_63,sync_79,sync_278,sync_1019,sync_196,add_1,del_118",1,None,None,None,174.812,None,125,118,None,0,"125,670,128,45,211","118,121,265,91,588",None,0.0,"125,670,128,45,211,435,214,1229,218,98","118,121,265,91,588,114,146,241,190,151",None,0.0,"125,670,128,45,211,435,214,1229,218,98,49,133,187,407,65,148,69,1110,93,140","118,121,265,91,588,114,146,241,190,151,196,94,79,756,1042,63,433,320,215,896",None,0.0,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
13,genetic,None,"63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,55,719,547","63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,55,419,547",None,1,None,None,208.767,None,None,None,None,281,24,None,0,None,"281,168,506,245,8","24,106,49,125,168",None,0.033,None,"281,168,506,245,8,125,117,129,1062,284","24,106,49,125,168,1467,68,129,128,245",None,0.131,None,"281,168,506,245,8,125,117,129,1062,284,175,68,694,135,24,10,207,39,438,548","24,106,49,125,168,1467,68,129,128,245,148,10,547,487,435,1468,52,1110,175,1546",None,0.113,None,"(None, 10, 0)",None,None,"63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,55,719,547","63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,55,719,1","sync_63,sync_61,sync_114,sync_644,sync_1475,sync_27,sync_1005,sync_1004,sync_190,sync_1019,sync_323,sync_1006,sync_1018,sync_620,sync_604,sync_677,sync_768,sync_161,sync_513,sync_985,sync_1588,sync_725,sync_559,sync_865,sync_1711,sync_809,sync_2557,sync_1120,sync_645,sync_755,sync_87,sync_1249,sync_2556,sync_1076,sync_1210,sync_134,sync_1727,sync_168,sync_260,sync_435,sync_129,sync_796,sync_128,sync_277,sync_662,sync_106,sync_163,sync_55,sync_719,add_1,del_547",1,None,None,None,231.223,None,106,24,None,0,"106,24,168,487,1","24,106,49,125,168",None,0.32,"106,24,168,487,1,129,175,10,125,68","24,106,49,125,168,1467,68,129,128,245",None,0.265,"106,24,168,487,1,129,175,10,125,68,245,52,1467,2012,48,1731,1546,49,1587,717","24,106,49,125,168,1467,68,129,128,245,148,10,547,487,435,1468,52,1110,175,1546",None,0.23,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
14,genetic,None,"578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,89,336","578,50,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,89,336",None,1,None,None,197.62,None,None,None,None,34,172,None,0,None,"34,172,90,117,222","172,34,117,90,222",None,0.566,None,"34,172,90,117,222,538,5,317,177,535","172,34,117,90,222,538,5,317,177,41",None,0.654,None,"34,172,90,117,222,538,5,317,177,535,336,41,291,165,135,383,21,190,244,146","172,34,117,90,222,538,5,317,177,41,535,135,336,165,291,383,21,190,244,146",None,0.694,None,"(None, 10, 0)",None,None,"578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,89,336","578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,89,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_578,sync_65,sync_28,sync_1432,sync_2079,sync_199,sync_1043,sync_1713,sync_80,sync_63,sync_265,sync_44,sync_152,sync_157,sync_1059,sync_133,sync_93,sync_49,sync_631,sync_433,sync_190,sync_134,sync_844,sync_79,sync_118,sync_105,sync_639,sync_1396,sync_51,sync_117,sync_90,sync_21,sync_402,sync_89,add_5,del_336",1,None,None,None,405.206,None,34,172,None,0,"34,172,5,117,222","172,34,117,90,222",None,0.493,"34,172,5,117,222,538,90,135,177,41","172,34,117,90,222,538,5,317,177,41",None,0.566,"34,172,5,117,222,538,90,135,177,41,317,383,535,336,244,291,21,190,165,180","172,34,117,90,222,538,5,317,177,41,535,135,336,165,291,383,21,190,244,146",None,0.521,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
15,genetic,None,"538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,658","538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,3101,1322,1432,353,1055,413,668,687,332,2867,600,658",None,1,None,None,208.321,None,None,None,None,732,658,None,0,None,"732,658,739,648,1076","658,794,901,275,1432",None,0.17,None,"732,658,739,648,1076,84,567,747,475,794","658,794,901,275,1432,1136,984,232,84,668",None,0.142,None,"732,658,739,648,1076,84,567,747,475,794,901,1857,984,515,275,1088,1432,668,669,568","658,794,901,275,1432,1136,984,232,84,668,1857,826,730,568,353,639,333,747,1166,1182",None,0.148,None,"(None, 10, 0)",None,None,"538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,658","538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,3","sync_538,sync_21,sync_516,sync_336,sync_190,sync_291,sync_366,sync_1012,sync_804,sync_503,sync_515,sync_2850,sync_535,sync_2399,sync_355,sync_1896,sync_90,sync_816,sync_1595,sync_872,sync_1865,sync_1187,sync_33,sync_146,sync_1277,sync_149,sync_552,sync_2471,sync_84,sync_1802,sync_619,sync_451,sync_397,sync_826,sync_984,sync_180,sync_165,sync_745,sync_1310,sync_1322,sync_1432,sync_353,sync_1055,sync_413,sync_668,sync_687,sync_332,sync_2867,sync_600,add_3,del_658",1,None,None,None,200.595,None,208,658,None,0,"208,415,427,609,3","658,794,901,275,1432",None,0.0,"208,415,427,609,3,117,222,284,383,420","658,794,901,275,1432,1136,984,232,84,668",None,0.0,"208,415,427,609,3,117,222,284,383,420,172,815,135,1762,1195,770,46,548,370,397","658,794,901,275,1432,1136,984,232,84,668,1857,826,730,568,353,639,333,747,1166,1182",None,0.0,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
16,genetic,None,"712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1019,161,896,92,164,95,138,645,147,770","712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1019,161,896,92,1640,95,138,645,147,770",None,1,None,None,208.602,None,None,None,None,397,149,None,0,None,"397,172,149,568,387","149,151,190,387,118",None,0.186,None,"397,172,149,568,387,151,161,1366,167,383","149,151,190,387,118,167,161,320,568,892",None,0.253,None,"397,172,149,568,387,151,161,1366,167,383,118,730,386,320,815,190,793,466,121,901","149,151,190,387,118,167,161,320,568,892,433,397,1366,376,896,172,61,121,844,386",None,0.215,None,"(None, 10, 0)",None,None,"712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1019,161,896,92,164,95,138,645,147,770","712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1019,161,896,92,164,95,138,645,147,1","sync_712,sync_49,sync_386,sync_6,sync_190,sync_749,sync_215,sync_151,sync_63,sync_216,sync_1155,sync_65,sync_1114,sync_187,sync_79,sync_349,sync_644,sync_647,sync_714,sync_241,sync_1146,sync_278,sync_59,sync_75,sync_1004,sync_857,sync_756,sync_1229,sync_1020,sync_61,sync_587,sync_434,sync_529,sync_118,sync_121,sync_3613,sync_591,sync_606,sync_620,sync_146,sync_1019,sync_161,sync_896,sync_92,sync_164,sync_95,sync_138,sync_645,sync_147,add_1,del_770",1,None,None,None,208.473,None,662,149,None,0,"662,670,125,168,421","149,151,190,387,118",None,0.0,"662,670,125,168,421,435,45,1,8,612","149,151,190,387,118,167,161,320,568,892",None,0.0,"662,670,125,168,421,435,45,1,8,612,560,106,207,24,175,129,128,48,1467,245","149,151,190,387,118,167,161,320,568,892,433,397,1366,376,896,172,61,121,844,386",None,0.0,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
17,genetic,None,"155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,58,243,60,337,922,1688,912,1108,2963,2449,1968,1225,889,732,920","155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,460,2781,256,983,58,243,60,337,922,1688,912,1108,2963,2449,1968,1225,889,732,920",None,1,None,None,206.737,None,None,None,None,915,1085,None,0,None,"915,1085,576,2449,921","1085,915,576,2449,921",None,0.723,None,"915,1085,576,2449,921,920,912,1688,74,889","1085,915,576,2449,921,912,920,889,1688,1010",None,0.602,None,"915,1085,576,2449,921,920,912,1688,74,889,1010,2463,837,922,591,317,914,475,1274,164","1085,915,576,2449,921,912,920,889,1688,1010,74,2463,317,837,1274,922,515,60,914,591",None,0.523,None,"(None, 10, 0)",None,None,"155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,58,243,60,337,922,1688,912,1108,2963,2449,1968,1225,889,732,920","155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,58,243,60,337,922,1688,912,1108,2963,2449,1968,1225,889,732,3155","sync_155,sync_556,sync_1940,sync_74,sync_1716,sync_1089,sync_2655,sync_1844,sync_1251,sync_1104,sync_2320,sync_2176,sync_1073,sync_1343,sync_1103,sync_2294,sync_1064,sync_1079,sync_1727,sync_930,sync_879,sync_1656,sync_2174,sync_2641,sync_1351,sync_1030,sync_2295,sync_2200,sync_1095,sync_1049,sync_245,sync_260,sync_2781,sync_256,sync_983,sync_58,sync_243,sync_60,sync_337,sync_922,sync_1688,sync_912,sync_1108,sync_2963,sync_2449,sync_1968,sync_1225,sync_889,sync_732,add_3155,del_920",1,None,None,None,206.27,None,1085,1085,None,1,"1085,576,915,921,889","1085,915,576,2449,921",None,0.597,"1085,576,915,921,889,912,2449,317,1010,1688","1085,915,576,2449,921,912,920,889,1688,1010",None,0.572,"1085,576,915,921,889,912,2449,317,1010,1688,837,1274,2463,515,836,1727,60,732,74,914","1085,915,576,2449,921,912,920,889,1688,1010,74,2463,317,837,1274,922,515,60,914,591",None,0.458,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
18,genetic,None,"1427,65,1139,2511,1186,796,245,52,51,49,41,93,337,14,16,58,42,715,756,1229,218,1116,85,23,187,178,274,211,20,184,1211,1332,1650,1235,53,429,548,731,1299,626,206,219,702,45,125,133,114","1427,65,1139,2511,1186,796,245,52,51,49,41,93,337,14,16,58,42,715,756,1229,218,1116,85,23,187,178,274,211,20,184,1211,1332,1650,1235,53,429,548,731,1299,626,206,219,702,45,125,1332,114",None,1,None,None,209.485,None,None,None,None,65,133,None,0,None,"65,27,218,187,125","133,218,98,65,125",None,0.275,None,"65,27,218,187,125,211,128,715,215,23","133,218,98,65,125,63,187,27,114,211",None,0.219,None,"65,27,218,187,125,211,128,715,215,23,45,98,1229,133,644,647,588,1110,665,278","133,218,98,65,125,63,187,27,114,211,715,128,45,215,190,647,644,156,529,152",None,0.24,None,"(None, 10, 0)",None,None,"1427,65,1139,2511,1186,796,245,52,51,49,41,93,337,14,16,58,42,715,756,1229,218,1116,85,23,187,178,274,211,20,184,1211,1332,1650,1235,53,429,548,731,1299,626,206,219,702,45,125,133,114","1427,65,1139,2511,1186,796,245,52,51,49,41,93,337,14,16,58,42,715,756,1229,218,1116,85,23,187,178,274,211,20,184,1211,1332,1650,1235,53,429,548,731,1299,626,206,219,702,45,125,133,3156,-1,-1,-1","sync_1427,sync_65,sync_1139,sync_2511,sync_1186,sync_796,sync_245,sync_52,sync_51,sync_49,sync_41,sync_93,sync_337,sync_14,sync_16,sync_58,sync_42,sync_715,sync_756,sync_1229,sync_218,sync_1116,sync_85,sync_23,sync_187,sync_178,sync_274,sync_211,sync_20,sync_184,sync_1211,sync_1332,sync_1650,sync_1235,sync_53,sync_429,sync_548,sync_731,sync_1299,sync_626,sync_206,sync_219,sync_702,sync_45,sync_125,sync_133,add_3156,del_114",1,None,None,None,194.097,None,218,133,None,0,"218,211,125,128,715","133,218,98,65,125",None,0.151,"218,211,125,128,715,187,1229,65,665,1110","133,218,98,65,125,63,187,27,114,211",None,0.161,"218,211,125,128,715,187,1229,65,665,1110,27,133,23,45,6,98,744,49,210,58","133,218,98,65,125,63,187,27,114,211,715,128,45,215,190,647,644,156,529,152",None,0.16,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
19,genetic,None,"391,127,1047,613,5,683,9,208,1048,8,1863,581,771,601,506,178,799,207,382,14,23,274,176,142,291,1345,1211,16,20,757,643,169,1314,815,1311,731,1299,184,965,27,1006,1059,156,433,252,161,991,897,656,738","391,127,1047,613,5,683,9,208,1048,8,1863,581,771,601,506,178,799,207,382,14,23,274,176,142,291,1345,1211,16,20,757,643,169,1314,815,1311,731,1299,184,965,27,1006,1059,156,433,252,161,991,897,656,178",None,1,None,None,208.394,None,None,None,None,27,677,None,0,None,"27,742,45,125,98","677,156,529,587,433",None,0.0,None,"27,742,45,125,98,133,995,218,128,759","677,156,529,587,433,768,539,738,120,113",None,0.0,None,"27,742,45,125,98,133,995,218,128,759,187,744,539,20,23,211,214,587,97,65","677,156,529,587,433,768,539,738,120,113,252,161,323,559,190,725,647,1059,857,645",None,0.011,None,"(None, 10, 0)",None,None,"391,127,1047,613,5,683,9,208,1048,8,1863,581,771,601,506,178,799,207,382,14,23,274,176,142,291,1345,1211,16,20,757,643,169,1314,815,1311,731,1299,184,965,27,1006,1059,156,433,252,161,991,897,656,738","391,127,1047,613,5,683,9,208,1048,8,1863,581,771,601,506,178,799,207,382,14,23,274,176,142,291,1345,1211,16,20,757,643,169,1314,815,1311,731,1299,184,965,27,1006,1059,156,433,252,161,991,897,656,28","sync_391,sync_127,sync_1047,sync_613,sync_5,sync_683,sync_9,sync_208,sync_1048,sync_8,sync_1863,sync_581,sync_771,sync_601,sync_506,sync_178,sync_799,sync_207,sync_382,sync_14,sync_23,sync_274,sync_176,sync_142,sync_291,sync_1345,sync_1211,sync_16,sync_20,sync_757,sync_643,sync_169,sync_1314,sync_815,sync_1311,sync_731,sync_1299,sync_184,sync_965,sync_27,sync_1006,sync_1059,sync_156,sync_433,sync_252,sync_161,sync_991,sync_897,sync_656,add_28,del_738",1,None,None,None,190.54,None,190,677,None,0,"190,156,114,433,529","677,156,529,587,433",None,0.336,"190,156,114,433,529,677,63,252,539,323","677,156,529,587,433,768,539,738,120,113",None,0.279,"190,156,114,433,529,677,63,252,539,323,587,215,161,734,120,61,647,644,738,278","677,156,529,587,433,768,539,738,120,113,252,161,323,559,190,725,647,1059,857,645",None,0.273,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
20,genetic,None,"650,2067,2390,221,767,93,339,1238,2301,2233,1241,122,996,744,1452,1451,1040,1081,1480,1252,217,729,210,200,214,1093,1836,1705,125,1476,7,152,213,211,98,157,190,65,644,1471,63,1155","650,2067,2390,221,767,93,339,1238,2301,2233,1241,122,996,744,1452,1451,1040,1081,1480,1252,217,729,210,200,214,1093,1836,1705,125,1476,7,152,213,211,98,157,190,65,484,1471,63,1155",None,1,None,None,205.17,None,None,None,None,152,1155,None,0,None,"152,211,218,217,79","1155,79,63,749,212",None,0.053,None,"152,211,218,217,79,133,98,63,187,756","1155,79,63,749,212,278,152,140,217,211",None,0.082,None,"152,211,218,217,79,133,98,63,187,756,1155,65,93,1229,712,58,434,715,157,216","1155,79,63,749,212,278,152,140,217,211,756,215,644,218,187,647,157,133,588,58",None,0.114,None,"(None, 10, 0)",None,None,"650,2067,2390,221,767,93,339,1238,2301,2233,1241,122,996,744,1452,1451,1040,1081,1480,1252,217,729,210,200,214,1093,1836,1705,125,1476,7,152,213,211,98,157,190,65,644,1471,63,1155","650,2067,2390,221,767,93,339,1238,2301,2233,1241,122,996,744,1452,1451,1040,1081,1480,1252,217,729,210,200,214,1093,1836,1705,125,1476,7,152,213,211,98,157,190,65,644,1471,63,2,-1,-1,-1,-1,-1,-1,-1,-1","sync_650,sync_2067,sync_2390,sync_221,sync_767,sync_93,sync_339,sync_1238,sync_2301,sync_2233,sync_1241,sync_122,sync_996,sync_744,sync_1452,sync_1451,sync_1040,sync_1081,sync_1480,sync_1252,sync_217,sync_729,sync_210,sync_200,sync_214,sync_1093,sync_1836,sync_1705,sync_125,sync_1476,sync_7,sync_152,sync_213,sync_211,sync_98,sync_157,sync_190,sync_65,sync_644,sync_1471,sync_63,add_2,del_1155",1,None,None,None,191.95,None,63,1155,None,0,"63,133,114,190,98","1155,79,63,749,212",None,0.057,"63,133,114,190,98,644,749,529,734,289","1155,79,63,749,212,278,152,140,217,211",None,0.06,"63,133,114,190,98,644,749,529,734,289,539,215,377,218,156,433,278,897,65,741","1155,79,63,749,212,278,152,140,217,211,756,215,644,218,187,647,157,133,588,58",None,0.125,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
