i,split,status,source,aligned,alignment,cost,gt,aligned_gt,score,dataset_time,align_time,automata_learning_time,use_cache,determinism,model,dataset,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mutation_params,generation_strategy,jaccard_threshold,timestamp,mut_prob,crossover_prob
35,"(None, 10, 5)",bad,"1729,264,1247,189,1209,2557,585,791,1977,716,652,203,1180,279,483,975,1985,967,1260,1895,1142,2260,1426,1926,2896,1218,761,1900,1978,1811,1815,2362,1268,1143,932,1946,1983,2354,2379,2380,1809,1813,1733,2353,2948,1145,1990,2950,1734,1735","1729,264,1247,189,1209,2557,585,791,1977,716,652,203,1180,279,483,975,1985,967,1260,1895,1142,2260,1426,1926,2896,1218,761,1900,1978,1811,1815,2362,1268,1143,932,1946,1983,2354,2379,2380,1809,1813,1733,373,2948,1145,1990,2950,1734,1735","sync_1729,sync_264,sync_1247,sync_189,sync_1209,sync_2557,sync_585,sync_791,sync_1977,sync_716,sync_652,sync_203,sync_1180,sync_279,sync_483,sync_975,sync_1985,sync_967,sync_1260,sync_1895,sync_1142,sync_2260,sync_1426,sync_1926,sync_2896,sync_1218,sync_761,sync_1900,sync_1978,sync_1811,sync_1815,sync_2362,sync_1268,sync_1143,sync_932,sync_1946,sync_1983,sync_2354,sync_2379,sync_2380,sync_1809,sync_1813,sync_1733,add_373,del_2353,sync_2948,sync_1145,sync_1990,sync_2950,sync_1734,sync_1735",1,"[{10, 15}, {10}, {10}, {10, 15}, {10}]","[{10, 15}, {10}, {10}, {10, 15}, {10}]",0.983,160.032,49.361,1.429,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
36,"(None, 1, 0)",good,"34,11,536,391,469,30,36,5,244,1178,2184,33,607,515,809,657,188,61,1084,843,721,592,643,679,674,759,27,559,768,1038,623,718,755,208,1001,1021,1028,219,468,1077,769,581,625,1017,583,1048,2284,389,39,672","34,11,536,391,469,30,36,5,244,1178,2184,33,607,515,809,657,188,61,1084,843,721,592,643,679,674,759,27,559,768,1038,623,718,755,208,1001,1021,1028,219,468,1077,769,581,625,1017,583,1048,2284,389,39,1329","sync_34,sync_11,sync_536,sync_391,sync_469,sync_30,sync_36,sync_5,sync_244,sync_1178,sync_2184,sync_33,sync_607,sync_515,sync_809,sync_657,sync_188,sync_61,sync_1084,sync_843,sync_721,sync_592,sync_643,sync_679,sync_674,sync_759,sync_27,sync_559,sync_768,sync_1038,sync_623,sync_718,sync_755,sync_208,sync_1001,sync_1021,sync_1028,sync_219,sync_468,sync_1077,sync_769,sync_581,sync_625,sync_1017,sync_583,sync_1048,sync_2284,sync_389,sync_39,add_1329,del_672",1,"[{11, 2, 3}, {1, 2, 9}, {8, 11, 2, 3}, {11, 2, 3}, {0, 1, 8, 14}]","[{10}, {0, 10, 14}, {0, 10, 14, 15}, {10, 15}, {0, 10, 15}]",0.141,178.558,4.12,1.489,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
36,"(None, 10, 0)",good,"34,11,536,391,469,30,36,5,244,1178,2184,33,607,515,809,657,188,61,1084,843,721,592,643,679,674,759,27,559,768,1038,623,718,755,208,1001,1021,1028,219,468,1077,769,581,625,1017,583,1048,2284,389,39,672","34,11,536,391,469,30,36,5,244,1178,2184,33,607,515,809,657,188,61,1084,843,721,592,643,679,674,759,27,559,768,1038,623,718,755,208,1001,1021,1028,219,468,1077,769,581,625,1017,583,1048,2284,389,39,1329","sync_34,sync_11,sync_536,sync_391,sync_469,sync_30,sync_36,sync_5,sync_244,sync_1178,sync_2184,sync_33,sync_607,sync_515,sync_809,sync_657,sync_188,sync_61,sync_1084,sync_843,sync_721,sync_592,sync_643,sync_679,sync_674,sync_759,sync_27,sync_559,sync_768,sync_1038,sync_623,sync_718,sync_755,sync_208,sync_1001,sync_1021,sync_1028,sync_219,sync_468,sync_1077,sync_769,sync_581,sync_625,sync_1017,sync_583,sync_1048,sync_2284,sync_389,sync_39,add_1329,del_672",1,"[{11, 2, 3}, {1, 2, 9}, {8, 11, 2, 3}, {11, 2, 3}, {0, 1, 8, 14}]","[{10}, {0, 10, 14}, {0, 10, 14, 15}, {10, 15}, {0, 10, 15}]",0.141,178.558,48.239,1.473,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
36,"(None, 1, 5)",bad,"34,11,536,391,469,30,36,5,244,1178,2184,33,607,515,809,657,188,61,1084,843,721,592,643,679,674,759,27,559,768,1038,623,718,755,208,1001,1021,1028,219,468,1077,769,581,625,1017,583,1048,2284,389,39,672","34,11,536,391,469,30,36,5,244,1178,2184,33,607,515,809,657,188,61,1084,843,721,592,643,679,674,759,27,559,768,1038,623,718,755,208,1001,1021,1028,219,468,1077,769,581,625,1017,1329,1048,2284,389,39,672","sync_34,sync_11,sync_536,sync_391,sync_469,sync_30,sync_36,sync_5,sync_244,sync_1178,sync_2184,sync_33,sync_607,sync_515,sync_809,sync_657,sync_188,sync_61,sync_1084,sync_843,sync_721,sync_592,sync_643,sync_679,sync_674,sync_759,sync_27,sync_559,sync_768,sync_1038,sync_623,sync_718,sync_755,sync_208,sync_1001,sync_1021,sync_1028,sync_219,sync_468,sync_1077,sync_769,sync_581,sync_625,sync_1017,add_1329,del_583,sync_1048,sync_2284,sync_389,sync_39,sync_672",1,"[{11, 2, 3}, {1, 2, 9}, {8, 11, 2, 3}, {11, 2, 3}, {0, 1, 8, 14}]","[{11, 2, 3}, {11, 2, 3}, {8, 11, 2, 3}, {1, 2, 9}, {0, 1, 8, 14}]",0.838,178.558,1.44,1.587,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
36,"(None, 5, 5)",bad,"34,11,536,391,469,30,36,5,244,1178,2184,33,607,515,809,657,188,61,1084,843,721,592,643,679,674,759,27,559,768,1038,623,718,755,208,1001,1021,1028,219,468,1077,769,581,625,1017,583,1048,2284,389,39,672","34,11,536,391,469,30,36,5,244,1178,2184,33,607,515,809,657,188,61,1084,843,721,592,643,679,674,759,27,559,768,1038,623,718,755,208,1001,1021,1028,219,468,1077,769,581,625,1017,1329,1048,2284,389,39,672","sync_34,sync_11,sync_536,sync_391,sync_469,sync_30,sync_36,sync_5,sync_244,sync_1178,sync_2184,sync_33,sync_607,sync_515,sync_809,sync_657,sync_188,sync_61,sync_1084,sync_843,sync_721,sync_592,sync_643,sync_679,sync_674,sync_759,sync_27,sync_559,sync_768,sync_1038,sync_623,sync_718,sync_755,sync_208,sync_1001,sync_1021,sync_1028,sync_219,sync_468,sync_1077,sync_769,sync_581,sync_625,sync_1017,del_583,add_1329,sync_1048,sync_2284,sync_389,sync_39,sync_672",1,"[{11, 2, 3}, {1, 2, 9}, {8, 11, 2, 3}, {11, 2, 3}, {0, 1, 8, 14}]","[{11, 2, 3}, {11, 2, 3}, {8, 11, 2, 3}, {1, 2, 9}, {0, 1, 8, 14}]",0.838,178.558,26.008,1.423,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
36,"(None, 10, 5)",bad,"34,11,536,391,469,30,36,5,244,1178,2184,33,607,515,809,657,188,61,1084,843,721,592,643,679,674,759,27,559,768,1038,623,718,755,208,1001,1021,1028,219,468,1077,769,581,625,1017,583,1048,2284,389,39,672","34,11,536,391,469,30,36,5,244,1178,2184,33,607,515,809,657,188,61,1084,843,721,592,643,679,674,759,27,559,768,1038,623,718,755,208,1001,1021,1028,219,468,1077,769,581,625,1017,1329,1048,2284,389,39,672","sync_34,sync_11,sync_536,sync_391,sync_469,sync_30,sync_36,sync_5,sync_244,sync_1178,sync_2184,sync_33,sync_607,sync_515,sync_809,sync_657,sync_188,sync_61,sync_1084,sync_843,sync_721,sync_592,sync_643,sync_679,sync_674,sync_759,sync_27,sync_559,sync_768,sync_1038,sync_623,sync_718,sync_755,sync_208,sync_1001,sync_1021,sync_1028,sync_219,sync_468,sync_1077,sync_769,sync_581,sync_625,sync_1017,del_583,add_1329,sync_1048,sync_2284,sync_389,sync_39,sync_672",1,"[{11, 2, 3}, {1, 2, 9}, {8, 11, 2, 3}, {11, 2, 3}, {0, 1, 8, 14}]","[{11, 2, 3}, {11, 2, 3}, {8, 11, 2, 3}, {1, 2, 9}, {0, 1, 8, 14}]",0.838,178.558,47.001,1.273,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
37,"(None, 1, 0)",bad,"1497,724,1455,1299,222,566,1002,142,1783,586,866,46,176,1211,1311,1493,23,538,16,184,14,77,1186,1309,1424,535,380,146,604,370,1645,392,1802,1305,646,1320,425,636,2300,169,1500,815,1244,1265,829,640,90,1432,344,373","1497,724,1455,1299,222,566,1002,142,1783,586,866,46,176,1211,1311,1493,23,538,16,184,14,77,1186,1309,1424,535,380,146,604,370,1645,392,1802,1305,646,1320,425,636,2300,169,1500,815,1244,1265,829,640,90,1432,344,2","sync_1497,sync_724,sync_1455,sync_1299,sync_222,sync_566,sync_1002,sync_142,sync_1783,sync_586,sync_866,sync_46,sync_176,sync_1211,sync_1311,sync_1493,sync_23,sync_538,sync_16,sync_184,sync_14,sync_77,sync_1186,sync_1309,sync_1424,sync_535,sync_380,sync_146,sync_604,sync_370,sync_1645,sync_392,sync_1802,sync_1305,sync_646,sync_1320,sync_425,sync_636,sync_2300,sync_169,sync_1500,sync_815,sync_1244,sync_1265,sync_829,sync_640,sync_90,sync_1432,sync_344,add_2,del_373",1,"[{3, 7}, {3}, {3}, {3}, {7}]","[{3}, {3, 13}, {8, 3, 13}, {3}, {3}]",0.8,171.462,0.381,1.422,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
37,"(None, 10, 0)",bad,"1497,724,1455,1299,222,566,1002,142,1783,586,866,46,176,1211,1311,1493,23,538,16,184,14,77,1186,1309,1424,535,380,146,604,370,1645,392,1802,1305,646,1320,425,636,2300,169,1500,815,1244,1265,829,640,90,1432,344,373","1497,724,1455,1299,222,566,1002,142,1783,586,866,46,176,1211,1311,1493,23,538,16,184,14,77,1186,1309,1424,535,380,146,604,370,1645,392,1802,1305,646,1320,425,636,2300,169,1500,815,1244,1265,829,640,1572,90,1432,344","sync_1497,sync_724,sync_1455,sync_1299,sync_222,sync_566,sync_1002,sync_142,sync_1783,sync_586,sync_866,sync_46,sync_176,sync_1211,sync_1311,sync_1493,sync_23,sync_538,sync_16,sync_184,sync_14,sync_77,sync_1186,sync_1309,sync_1424,sync_535,sync_380,sync_146,sync_604,sync_370,sync_1645,sync_392,sync_1802,sync_1305,sync_646,sync_1320,sync_425,sync_636,sync_2300,sync_169,sync_1500,sync_815,sync_1244,sync_1265,sync_829,sync_640,add_1572,sync_90,sync_1432,sync_344,del_373",2,"[{3, 7}, {3}, {3}, {3}, {7}]","[{3}, {3}, {3}, {3, 13}, {16, 3, 13}]",0.8,171.462,87.312,1.337,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
37,"(None, 1, 5)",bad,"1497,724,1455,1299,222,566,1002,142,1783,586,866,46,176,1211,1311,1493,23,538,16,184,14,77,1186,1309,1424,535,380,146,604,370,1645,392,1802,1305,646,1320,425,636,2300,169,1500,815,1244,1265,829,640,90,1432,344,373","1497,724,1455,1299,222,566,1002,142,1783,586,866,46,176,1211,1311,1493,23,538,16,184,14,77,1186,1309,1424,535,380,146,604,370,1645,392,1802,1305,646,1320,425,636,2300,169,1500,815,1244,1265,1572,640,90,1432,344,373","sync_1497,sync_724,sync_1455,sync_1299,sync_222,sync_566,sync_1002,sync_142,sync_1783,sync_586,sync_866,sync_46,sync_176,sync_1211,sync_1311,sync_1493,sync_23,sync_538,sync_16,sync_184,sync_14,sync_77,sync_1186,sync_1309,sync_1424,sync_535,sync_380,sync_146,sync_604,sync_370,sync_1645,sync_392,sync_1802,sync_1305,sync_646,sync_1320,sync_425,sync_636,sync_2300,sync_169,sync_1500,sync_815,sync_1244,sync_1265,add_1572,del_829,sync_640,sync_90,sync_1432,sync_344,sync_373",1,"[{3, 7}, {3}, {3}, {3}, {7}]","[{3, 7}, {3}, {3}, {3}, {7}]",0.97,171.462,1.534,1.293,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
37,"(None, 5, 5)",bad,"1497,724,1455,1299,222,566,1002,142,1783,586,866,46,176,1211,1311,1493,23,538,16,184,14,77,1186,1309,1424,535,380,146,604,370,1645,392,1802,1305,646,1320,425,636,2300,169,1500,815,1244,1265,829,640,90,1432,344,373","1497,724,1455,1299,222,566,1002,142,1783,586,866,46,176,1211,1311,1493,23,538,16,184,14,77,1186,1309,1424,535,380,146,604,370,1645,392,1802,1305,646,1320,425,636,2300,169,1572,1500,815,1244,1265,640,90,1432,344,373","sync_1497,sync_724,sync_1455,sync_1299,sync_222,sync_566,sync_1002,sync_142,sync_1783,sync_586,sync_866,sync_46,sync_176,sync_1211,sync_1311,sync_1493,sync_23,sync_538,sync_16,sync_184,sync_14,sync_77,sync_1186,sync_1309,sync_1424,sync_535,sync_380,sync_146,sync_604,sync_370,sync_1645,sync_392,sync_1802,sync_1305,sync_646,sync_1320,sync_425,sync_636,sync_2300,sync_169,add_1572,sync_1500,sync_815,sync_1244,sync_1265,del_829,sync_640,sync_90,sync_1432,sync_344,sync_373",2,"[{3, 7}, {3}, {3}, {3}, {7}]","[{3, 7}, {3}, {3}, {3}, {7}]",0.97,171.462,39.474,1.351,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
37,"(None, 10, 5)",bad,"1497,724,1455,1299,222,566,1002,142,1783,586,866,46,176,1211,1311,1493,23,538,16,184,14,77,1186,1309,1424,535,380,146,604,370,1645,392,1802,1305,646,1320,425,636,2300,169,1500,815,1244,1265,829,640,90,1432,344,373","1497,724,1455,1299,222,566,1002,142,1783,586,866,46,176,1211,1311,1493,23,538,16,184,14,77,1186,1309,1424,535,380,146,604,370,1645,392,1802,1305,646,1572,1320,425,636,2300,169,1500,815,1244,1265,640,90,1432,344,373","sync_1497,sync_724,sync_1455,sync_1299,sync_222,sync_566,sync_1002,sync_142,sync_1783,sync_586,sync_866,sync_46,sync_176,sync_1211,sync_1311,sync_1493,sync_23,sync_538,sync_16,sync_184,sync_14,sync_77,sync_1186,sync_1309,sync_1424,sync_535,sync_380,sync_146,sync_604,sync_370,sync_1645,sync_392,sync_1802,sync_1305,sync_646,add_1572,sync_1320,sync_425,sync_636,sync_2300,sync_169,sync_1500,sync_815,sync_1244,sync_1265,del_829,sync_640,sync_90,sync_1432,sync_344,sync_373",2,"[{3, 7}, {3}, {3}, {3}, {7}]","[{3, 7}, {3}, {3}, {3}, {7}]",0.97,171.462,74.156,1.175,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
38,"(None, 1, 0)",bad,"1132,202,1625,217,729,1155,1269,100,1040,1728,1547,83,1459,1508,1023,701,1765,723,2331,894,2343,2742,835,2234,1558,2129,764,554,2110,2432,205,141,432,1616,624,1574,1941,1263,1622,2117,1569,710,1570,3023,3044,1722,1331,312,603,214","1132,202,1625,217,729,1155,1269,100,1040,1728,1547,83,1459,1508,1023,701,1765,723,2331,894,2343,2742,835,2234,1558,2129,764,554,2110,2432,205,141,432,1616,624,1574,1941,1263,1622,2117,1569,710,1570,3023,3044,1722,1331,312,603,1","sync_1132,sync_202,sync_1625,sync_217,sync_729,sync_1155,sync_1269,sync_100,sync_1040,sync_1728,sync_1547,sync_83,sync_1459,sync_1508,sync_1023,sync_701,sync_1765,sync_723,sync_2331,sync_894,sync_2343,sync_2742,sync_835,sync_2234,sync_1558,sync_2129,sync_764,sync_554,sync_2110,sync_2432,sync_205,sync_141,sync_432,sync_1616,sync_624,sync_1574,sync_1941,sync_1263,sync_1622,sync_2117,sync_1569,sync_710,sync_1570,sync_3023,sync_3044,sync_1722,sync_1331,sync_312,sync_603,add_1,del_214",1,"[{0, 7}, {17}, {7}, {17, 3}, {0, 15, 5, 7}]","[{16, 7}, {7}, {3, 7}, {17, 7}, {16, 7}]",0.8,163.663,0.386,1.468,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
38,"(None, 10, 0)",bad,"1132,202,1625,217,729,1155,1269,100,1040,1728,1547,83,1459,1508,1023,701,1765,723,2331,894,2343,2742,835,2234,1558,2129,764,554,2110,2432,205,141,432,1616,624,1574,1941,1263,1622,2117,1569,710,1570,3023,3044,1722,1331,312,603,214","1132,202,1625,217,729,1155,1269,100,1040,1728,1547,83,1459,1508,1023,701,1765,723,2331,894,2343,2742,835,2234,1558,2129,764,554,2110,2432,205,141,432,1616,624,1574,1941,1263,1622,2117,1569,710,1570,3023,3044,1722,1331,312,162,603","sync_1132,sync_202,sync_1625,sync_217,sync_729,sync_1155,sync_1269,sync_100,sync_1040,sync_1728,sync_1547,sync_83,sync_1459,sync_1508,sync_1023,sync_701,sync_1765,sync_723,sync_2331,sync_894,sync_2343,sync_2742,sync_835,sync_2234,sync_1558,sync_2129,sync_764,sync_554,sync_2110,sync_2432,sync_205,sync_141,sync_432,sync_1616,sync_624,sync_1574,sync_1941,sync_1263,sync_1622,sync_2117,sync_1569,sync_710,sync_1570,sync_3023,sync_3044,sync_1722,sync_1331,sync_312,add_162,sync_603,del_214",2,"[{0, 7}, {17}, {7}, {17, 3}, {0, 15, 5, 7}]","[{17, 7}, {16, 3, 7}, {17, 3, 7}, {17, 7}, {7}]",0.953,163.663,79.759,1.294,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
38,"(None, 1, 5)",bad,"1132,202,1625,217,729,1155,1269,100,1040,1728,1547,83,1459,1508,1023,701,1765,723,2331,894,2343,2742,835,2234,1558,2129,764,554,2110,2432,205,141,432,1616,624,1574,1941,1263,1622,2117,1569,710,1570,3023,3044,1722,1331,312,603,214","1132,202,1625,217,729,1155,1269,100,1040,1728,1547,83,1459,1508,1023,701,1765,723,2331,894,2343,2742,835,2234,1558,2129,764,554,2110,2432,205,141,432,1616,624,1574,1941,1263,1622,2117,1569,710,1570,3023,162,1722,1331,312,603,214","sync_1132,sync_202,sync_1625,sync_217,sync_729,sync_1155,sync_1269,sync_100,sync_1040,sync_1728,sync_1547,sync_83,sync_1459,sync_1508,sync_1023,sync_701,sync_1765,sync_723,sync_2331,sync_894,sync_2343,sync_2742,sync_835,sync_2234,sync_1558,sync_2129,sync_764,sync_554,sync_2110,sync_2432,sync_205,sync_141,sync_432,sync_1616,sync_624,sync_1574,sync_1941,sync_1263,sync_1622,sync_2117,sync_1569,sync_710,sync_1570,sync_3023,add_162,del_3044,sync_1722,sync_1331,sync_312,sync_603,sync_214",1,"[{0, 7}, {17}, {7}, {17, 3}, {0, 15, 5, 7}]","[{7}, {0, 7}, {17}, {16, 7}, {7}]",0.737,163.663,1.54,1.431,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
38,"(None, 5, 5)",bad,"1132,202,1625,217,729,1155,1269,100,1040,1728,1547,83,1459,1508,1023,701,1765,723,2331,894,2343,2742,835,2234,1558,2129,764,554,2110,2432,205,141,432,1616,624,1574,1941,1263,1622,2117,1569,710,1570,3023,3044,1722,1331,312,603,214","1132,202,1625,217,729,1155,1269,100,1040,1728,1547,83,1459,1508,1023,701,1765,723,2331,894,2343,2742,835,2234,1558,2129,764,554,2110,2432,205,141,432,1616,624,1574,1941,1263,1622,2117,162,1569,710,1570,3023,1722,1331,312,603,214","sync_1132,sync_202,sync_1625,sync_217,sync_729,sync_1155,sync_1269,sync_100,sync_1040,sync_1728,sync_1547,sync_83,sync_1459,sync_1508,sync_1023,sync_701,sync_1765,sync_723,sync_2331,sync_894,sync_2343,sync_2742,sync_835,sync_2234,sync_1558,sync_2129,sync_764,sync_554,sync_2110,sync_2432,sync_205,sync_141,sync_432,sync_1616,sync_624,sync_1574,sync_1941,sync_1263,sync_1622,sync_2117,add_162,sync_1569,sync_710,sync_1570,sync_3023,del_3044,sync_1722,sync_1331,sync_312,sync_603,sync_214",2,"[{0, 7}, {17}, {7}, {17, 3}, {0, 15, 5, 7}]","[{0, 7}, {7}, {17}, {17, 3}, {7}]",0.793,163.663,38.486,1.239,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
38,"(None, 10, 5)",bad,"1132,202,1625,217,729,1155,1269,100,1040,1728,1547,83,1459,1508,1023,701,1765,723,2331,894,2343,2742,835,2234,1558,2129,764,554,2110,2432,205,141,432,1616,624,1574,1941,1263,1622,2117,1569,710,1570,3023,3044,1722,1331,312,603,214","1132,202,1625,217,729,1155,1269,100,1040,1728,1547,83,1459,1508,1023,701,1765,723,2331,894,2343,2742,835,2234,1558,2129,764,554,2110,2432,205,141,432,1616,624,162,1574,1941,1263,1622,2117,1569,710,1570,3023,1722,1331,312,603,214","sync_1132,sync_202,sync_1625,sync_217,sync_729,sync_1155,sync_1269,sync_100,sync_1040,sync_1728,sync_1547,sync_83,sync_1459,sync_1508,sync_1023,sync_701,sync_1765,sync_723,sync_2331,sync_894,sync_2343,sync_2742,sync_835,sync_2234,sync_1558,sync_2129,sync_764,sync_554,sync_2110,sync_2432,sync_205,sync_141,sync_432,sync_1616,sync_624,add_162,sync_1574,sync_1941,sync_1263,sync_1622,sync_2117,sync_1569,sync_710,sync_1570,sync_3023,del_3044,sync_1722,sync_1331,sync_312,sync_603,sync_214",2,"[{0, 7}, {17}, {7}, {17, 3}, {0, 15, 5, 7}]","[{0, 7}, {17}, {7}, {17, 3}, {7}]",0.79,163.663,71.987,1.275,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
39,"(None, 1, 0)",bad,"1635,1663,1319,1419,1264,410,1307,2117,1569,1020,2969,455,1527,135,318,264,1653,711,3382,285,532,500,475,344,1408,1640,1233,530,211,98,86,1273,2858,152,323,229,494,466,118,985,1708,126,1420,305,825,1350,1844,67,2140,1193","1635,1663,1319,1419,1264,410,1307,2117,1569,1020,2969,455,1527,135,318,264,1653,711,3382,285,532,500,475,344,1408,1640,1233,530,211,98,86,1273,2858,152,323,229,494,466,118,985,1708,126,1420,305,825,1350,1844,67,2140,2475","sync_1635,sync_1663,sync_1319,sync_1419,sync_1264,sync_410,sync_1307,sync_2117,sync_1569,sync_1020,sync_2969,sync_455,sync_1527,sync_135,sync_318,sync_264,sync_1653,sync_711,sync_3382,sync_285,sync_532,sync_500,sync_475,sync_344,sync_1408,sync_1640,sync_1233,sync_530,sync_211,sync_98,sync_86,sync_1273,sync_2858,sync_152,sync_323,sync_229,sync_494,sync_466,sync_118,sync_985,sync_1708,sync_126,sync_1420,sync_305,sync_825,sync_1350,sync_1844,sync_67,sync_2140,add_2475,del_1193",1,"[{0, 13, 15}, {10, 15}, {5, 15}, {15}, {15}]","[{12, 15, 7}, {15, 7}, {3, 12, 5, 7}, {15, 5, 7}, {15}]",0.936,163.852,1.941,1.403,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
39,"(None, 10, 0)",good,"1635,1663,1319,1419,1264,410,1307,2117,1569,1020,2969,455,1527,135,318,264,1653,711,3382,285,532,500,475,344,1408,1640,1233,530,211,98,86,1273,2858,152,323,229,494,466,118,985,1708,126,1420,305,825,1350,1844,67,2140,1193","1635,1663,1319,1419,1264,410,1307,2117,1569,1020,2969,455,1527,135,318,264,1653,711,3382,285,532,500,475,344,1408,1640,1233,530,211,98,86,1273,2858,152,323,229,494,466,118,985,1708,126,1420,305,825,1350,176,67,2140,1193","sync_1635,sync_1663,sync_1319,sync_1419,sync_1264,sync_410,sync_1307,sync_2117,sync_1569,sync_1020,sync_2969,sync_455,sync_1527,sync_135,sync_318,sync_264,sync_1653,sync_711,sync_3382,sync_285,sync_532,sync_500,sync_475,sync_344,sync_1408,sync_1640,sync_1233,sync_530,sync_211,sync_98,sync_86,sync_1273,sync_2858,sync_152,sync_323,sync_229,sync_494,sync_466,sync_118,sync_985,sync_1708,sync_126,sync_1420,sync_305,sync_825,sync_1350,add_176,del_1844,sync_67,sync_2140,sync_1193",1,"[{0, 13, 15}, {10, 15}, {5, 15}, {15}, {15}]","[{7}, {7}, {0, 5, 15}, {0, 7}, {12, 7}]",0.509,163.852,43.904,1.311,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
